fid1	Id1	fid2	Id2	ibd
tsk_3	tsk_3	tsk_646	tsk_646	0.034582146027000514
tsk_3	tsk_3	tsk_665	tsk_665	0.03767525976149324
tsk_3	tsk_3	tsk_683	tsk_683	0.04882314863629387
tsk_3	tsk_3	tsk_692	tsk_692	0.12270151952965985
tsk_3	tsk_3	tsk_708	tsk_708	0.10674612443192814
tsk_3	tsk_3	tsk_711	tsk_711	0.13263285040273876
tsk_3	tsk_3	tsk_715	tsk_715	0.13932158372761913
tsk_3	tsk_3	tsk_729	tsk_729	0.05240542145760065
tsk_3	tsk_3	tsk_734	tsk_734	0.10678883409298694
tsk_3	tsk_3	tsk_735	tsk_735	0.04237999586250159
tsk_3	tsk_3	tsk_743	tsk_743	0.04882314863629387
tsk_3	tsk_3	tsk_748	tsk_748	0.07881467343792752
tsk_3	tsk_3	tsk_757	tsk_757	0.05464233995555526
tsk_3	tsk_3	tsk_758	tsk_758	0.1292354303332021
tsk_3	tsk_3	tsk_760	tsk_760	0.257888274196024
tsk_3	tsk_3	tsk_764	tsk_764	0.13263285040273876
tsk_3	tsk_3	tsk_768	tsk_768	0.04882314863629387
