scenario_id,rec_rate,bottleneck_size,est,sampling_proportion,outbreak_size,n_populations,migration_rate
MIG820_high_medium_low_mmedium,1e-06,5,0.145,0.1,1000,3,0.01
MIG821_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG822_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG823_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG824_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG825_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG826_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG827_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG828_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG829_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG830_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG831_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG832_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG833_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG834_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG835_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG836_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG837_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG838_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG839_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG840_high_medium_low_mmedium,1e-06,5,0.145,0.2,1000,3,0.01
MIG841_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG842_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG843_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG844_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG845_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG846_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG847_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG848_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG849_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG850_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG851_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG852_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG853_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG854_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG855_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG856_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG857_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG858_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG859_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG860_high_medium_low_mhigh,1e-06,5,0.145,0.05,1000,3,0.05
MIG861_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG862_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG863_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG864_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG865_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG866_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG867_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG868_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG869_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG870_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG871_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG872_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG873_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG874_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG875_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG876_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG877_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG878_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG879_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG880_high_medium_low_mhigh,1e-06,5,0.145,0.1,1000,3,0.05
MIG881_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG882_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG883_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG884_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG885_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG886_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG887_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG888_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG889_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG890_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG891_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG892_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG893_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG894_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG895_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG896_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG897_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG898_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG899_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
MIG900_high_medium_low_mhigh,1e-06,5,0.145,0.2,1000,3,0.05
