p1	p2	dcifer
SPT35509	SPT35500	0.004
SPT35509	SPT35508	0.002
SPT35509	SPT35313	0
SPT35509	SPT35328	0.006
SPT35509	SPT35330	0
SPT35509	SPT35362	0.011
SPT35509	SPT35430	0
SPT35509	SPT35431	0.006
SPT35509	SPT35453	0.009
SPT35509	SPT35317	0
SPT35509	SPT35318	0
SPT35509	SPT35320	0.001
SPT35509	SPT35321	0.001
SPT35509	SPT35322	0
SPT35509	SPT35333	0.001
SPT35509	SPT35341	0
SPT35509	SPT35342	0
SPT35509	SPT35346	0
SPT35509	SPT35347	0
SPT35509	SPT35352	0.006
SPT35509	SPT35361	0
SPT35509	SPT35363	0
SPT35509	SPT35389	0
SPT35509	SPT35425	0
SPT35509	SPT35435	0
SPT35509	SPT35443	0.014
SPT35509	SPT35447	0
SPT35509	SPT35448	0
SPT35509	SPT35449	0
SPT35509	SPT35458	0
SPT35509	SPT35461	0
SPT35509	SPT35462	0
SPT35509	SPT35463	0.011
SPT35509	SPT35487	0
SPT35509	SPT35501	0.002
SPT35509	SPT35510	0.002
SPT35509	SPT35511	0
SPT35509	SPT35514	0
SPT35509	SPT35515	0
SPT35509	SPT35516	0
SPT35509	SPT35517	0
SPT35509	SPT35518	0.015
SPT35509	SPT35519	0.02
SPT35509	SPT35520	0.008
SPT35509	SPT35521	0
SPT35509	SPT35522	0
SPT35509	SPT35523	0
SPT35509	SPT35524	0.173
SPT35509	SPT35525	0
SPT35509	SPT35526	0
SPT35509	SPT35529	0
SPT35509	SPT35532	0
SPT35509	SPT35537	0
SPT35509	SPT35538	0
SPT35509	SPT35541	0.001
SPT35509	SPT35543	0
SPT35509	SPT35544	0
SPT35509	SPT35546	0
SPT35509	SPT35547	0
SPT35509	SPT35552	0.008
SPT35509	SPT35553	0
SPT35509	SPT35557	0
SPT35509	SPT35561	0
SPT35509	SPT35563	0
SPT35509	SPT35567	0
SPT35509	SPT35576	0
SPT35509	SPT35577	0
SPT35509	SPT35580	0
SPT35509	SPT35583	0.006
SPT35509	SPT35584	0
SPT35509	SPT35585	0
SPT35509	SPT35302	0
SPT35509	SPT35303	0
SPT35509	SPT35304	0
SPT35509	SPT35306	0
SPT35509	SPT35308	0
SPT35509	SPT35310	0
SPT35509	SPT35315	0
SPT35509	SPT35325	0
SPT35509	SPT35336	0
SPT35509	SPT35337	0
SPT35509	SPT35338	0.005
SPT35509	SPT35340	0
SPT35509	SPT35348	0
SPT35509	SPT35349	0.003
SPT35509	SPT35354	0
SPT35509	SPT35356	0
SPT35509	SPT35357	0
SPT35509	SPT35360	0
SPT35509	SPT35365	0.006
SPT35509	SPT35366	0.002
SPT35509	SPT35368	0
SPT35509	SPT35369	0
SPT35509	SPT35370	0
SPT35509	SPT35373	0
SPT35509	SPT35377	0
SPT35509	SPT35378	0
SPT35509	SPT35379	0
SPT35509	SPT35382	0
SPT35509	SPT35384	0
SPT35509	SPT35390	0
SPT35509	SPT35407	0
SPT35509	SPT35410	0.009
SPT35509	SPT35414	0
SPT35509	SPT35417	0
SPT35509	SPT35418	0.001
SPT35509	SPT35419	0
SPT35509	SPT35423	0
SPT35509	SPT35436	0.008
SPT35509	SPT35444	0
SPT35509	SPT35316	0
SPT35509	SPT35331	0
SPT35509	SPT35339	0.007
SPT35509	SPT35364	0
SPT35509	SPT35372	0
SPT35509	SPT35405	0
SPT35509	SPT35424	0.007
SPT35509	SPT35427	0
SPT35509	SPT35437	0.192
SPT35509	SPT35440	0.003
SPT35509	SPT35467	0
SPT35509	SPT35468	0
SPT35509	SPT35470	0
SPT35509	SPT35472	0.001
SPT35509	SPT35475	0
SPT35509	SPT35476	0
SPT35509	SPT35485	0
SPT35509	SPT35499	0
SPT35509	SPT35780	0.005
SPT35551	SPT35556	0
SPT35551	SPT35564	0
SPT35551	SPT35566	0
SPT35551	SPT35587	0
SPT35551	SPT35673	0.007
SPT35551	SPT35681	0
SPT35551	SPT35752	0
SPT35551	SPT35334	0
SPT35551	SPT35469	0
SPT35551	SPT35332	0
SPT35551	SPT35351	0
SPT35551	SPT35355	0
SPT35551	SPT35420	0
SPT35551	SPT35502	0
SPT35551	SPT35412	0
SPT35551	SPT35446	0
SPT35551	SPT35450	0
SPT35551	SPT35474	0
SPT35551	SPT35503	0
SPT35551	SPT35571	0.999
SPT35551	SPT35575	0
SPT35551	SPT35592	0
SPT35551	SPT35766	0
SPT35551	SPT35500	0.005
SPT35551	SPT35508	0
SPT35551	SPT35313	0
SPT35551	SPT35328	0
SPT35551	SPT35330	0
SPT35551	SPT35362	0
SPT35551	SPT35430	0
SPT35551	SPT35431	0.008
SPT35551	SPT35453	0
SPT35551	SPT35317	0
SPT35551	SPT35318	0
SPT35551	SPT35320	0
SPT35551	SPT35321	0
SPT35551	SPT35322	0.006
SPT35551	SPT35333	0
SPT35551	SPT35341	0
SPT35551	SPT35342	0
SPT35551	SPT35346	0
SPT35551	SPT35347	0
SPT35551	SPT35352	0
SPT35551	SPT35361	0
SPT35551	SPT35363	0
SPT35551	SPT35389	0
SPT35551	SPT35425	0
SPT35551	SPT35435	0
SPT35551	SPT35443	0.005
SPT35551	SPT35447	0
SPT35551	SPT35448	0
SPT35551	SPT35449	0
SPT35551	SPT35458	0
SPT35551	SPT35461	0
SPT35551	SPT35462	0
SPT35551	SPT35463	0
SPT35551	SPT35487	0
SPT35551	SPT35501	0
SPT35551	SPT35510	0
SPT35551	SPT35511	0
SPT35551	SPT35514	0
SPT35551	SPT35515	0
SPT35551	SPT35516	0
SPT35551	SPT35517	0
SPT35551	SPT35518	0.002
SPT35551	SPT35519	0.006
SPT35551	SPT35520	0.008
SPT35551	SPT35521	0
SPT35551	SPT35522	0
SPT35551	SPT35523	0
SPT35551	SPT35524	0.002
SPT35551	SPT35525	0
SPT35551	SPT35526	0
SPT35551	SPT35529	0
SPT35551	SPT35532	0
SPT35551	SPT35537	0
SPT35551	SPT35538	0
SPT35551	SPT35541	0
SPT35551	SPT35543	0
SPT35551	SPT35544	0
SPT35551	SPT35546	0.256
SPT35551	SPT35547	0.252
SPT35551	SPT35552	0
SPT35551	SPT35553	0
SPT35551	SPT35557	0
SPT35551	SPT35561	0
SPT35551	SPT35563	0
SPT35551	SPT35567	0
SPT35551	SPT35576	0
SPT35551	SPT35577	0.088
SPT35551	SPT35580	0.014
SPT35551	SPT35583	0
SPT35551	SPT35584	0.251
SPT35551	SPT35585	0
SPT35551	SPT35302	0
SPT35551	SPT35303	0
SPT35551	SPT35304	0
SPT35551	SPT35306	0
SPT35551	SPT35308	0
SPT35551	SPT35310	0
SPT35551	SPT35315	0
SPT35551	SPT35325	0
SPT35551	SPT35336	0
SPT35551	SPT35337	0
SPT35551	SPT35338	0.017
SPT35551	SPT35340	0
SPT35551	SPT35348	0
SPT35551	SPT35349	0.014
SPT35551	SPT35354	0
SPT35551	SPT35356	0
SPT35551	SPT35357	0.005
SPT35551	SPT35360	0
SPT35551	SPT35365	0
SPT35551	SPT35366	0
SPT35551	SPT35368	0.015
SPT35551	SPT35369	0
SPT35551	SPT35370	0
SPT35551	SPT35373	0
SPT35551	SPT35377	0
SPT35551	SPT35378	0
SPT35551	SPT35379	0
SPT35551	SPT35382	0
SPT35551	SPT35384	0
SPT35551	SPT35390	0
SPT35551	SPT35407	0
SPT35551	SPT35410	0
SPT35551	SPT35414	0
SPT35551	SPT35417	0
SPT35551	SPT35418	0
SPT35551	SPT35419	0
SPT35551	SPT35423	0
SPT35551	SPT35436	0.003
SPT35551	SPT35444	0
SPT35551	SPT35316	0.003
SPT35551	SPT35331	0.002
SPT35551	SPT35339	0
SPT35551	SPT35364	0
SPT35551	SPT35372	0
SPT35551	SPT35405	0
SPT35551	SPT35424	0
SPT35551	SPT35427	0.003
SPT35551	SPT35437	0
SPT35551	SPT35440	0
SPT35551	SPT35467	0
SPT35551	SPT35468	0
SPT35551	SPT35470	0
SPT35551	SPT35472	0
SPT35551	SPT35475	0
SPT35551	SPT35476	0
SPT35551	SPT35485	0
SPT35551	SPT35499	0
SPT35551	SPT35780	0
SPT35556	SPT35564	0
SPT35556	SPT35566	0.009
SPT35556	SPT35587	0
SPT35556	SPT35673	0.008
SPT35556	SPT35681	0.008
SPT35556	SPT35752	0.012
SPT35556	SPT35334	0
SPT35556	SPT35469	0
SPT35556	SPT35332	0.004
SPT35556	SPT35351	0
SPT35556	SPT35355	0
SPT35556	SPT35420	0.011
SPT35556	SPT35502	0
SPT35556	SPT35412	0.006
SPT35556	SPT35446	0
SPT35556	SPT35450	0
SPT35556	SPT35474	0
SPT35556	SPT35503	0
SPT35556	SPT35571	0
SPT35556	SPT35575	0
SPT35556	SPT35592	0.075
SPT35556	SPT35766	0
SPT35556	SPT35500	0
SPT35556	SPT35508	0
SPT35556	SPT35313	0.002
SPT35556	SPT35328	0.003
SPT35556	SPT35330	0.006
SPT35556	SPT35362	0.005
SPT35556	SPT35430	0.006
SPT35556	SPT35431	0
SPT35556	SPT35453	0
SPT35556	SPT35317	0.008
SPT35556	SPT35318	0
SPT35556	SPT35320	0.006
SPT35556	SPT35321	0.012
SPT35556	SPT35322	0
SPT35556	SPT35333	0.018
SPT35556	SPT35341	0
SPT35556	SPT35342	0.014
SPT35556	SPT35346	0
SPT35556	SPT35347	0
SPT35556	SPT35352	0
SPT35556	SPT35361	0
SPT35556	SPT35363	0
SPT35556	SPT35389	0
SPT35556	SPT35425	0
SPT35556	SPT35435	0
SPT35556	SPT35443	0.011
SPT35556	SPT35447	0.005
SPT35556	SPT35448	0
SPT35556	SPT35449	0
SPT35556	SPT35458	0
SPT35556	SPT35461	0
SPT35556	SPT35462	0
SPT35556	SPT35463	0.018
SPT35556	SPT35487	0
SPT35556	SPT35501	0
SPT35556	SPT35510	0.002
SPT35556	SPT35511	0
SPT35556	SPT35514	0
SPT35556	SPT35515	0
SPT35556	SPT35516	0
SPT35556	SPT35517	0
SPT35556	SPT35518	0.013
SPT35556	SPT35519	0
SPT35556	SPT35520	0.012
SPT35556	SPT35521	0.016
SPT35556	SPT35522	0
SPT35556	SPT35523	0
SPT35556	SPT35524	0
SPT35556	SPT35525	0
SPT35556	SPT35526	0
SPT35556	SPT35529	0
SPT35556	SPT35532	0
SPT35556	SPT35537	0
SPT35556	SPT35538	0
SPT35556	SPT35541	0.004
SPT35556	SPT35543	0.011
SPT35556	SPT35544	0
SPT35556	SPT35546	0
SPT35556	SPT35547	0
SPT35556	SPT35552	0.016
SPT35556	SPT35553	0.006
SPT35556	SPT35557	0.012
SPT35556	SPT35561	0.017
SPT35556	SPT35563	0
SPT35556	SPT35567	0
SPT35556	SPT35576	0
SPT35556	SPT35577	0.004
SPT35556	SPT35580	0
SPT35556	SPT35583	0.009
SPT35556	SPT35584	0
SPT35556	SPT35585	0
SPT35556	SPT35302	0
SPT35556	SPT35303	0
SPT35556	SPT35304	0
SPT35556	SPT35306	0.009
SPT35556	SPT35308	0
SPT35556	SPT35310	0
SPT35556	SPT35315	0
SPT35556	SPT35325	0.002
SPT35556	SPT35336	0
SPT35556	SPT35337	0
SPT35556	SPT35338	0.005
SPT35556	SPT35340	0
SPT35556	SPT35348	0.007
SPT35556	SPT35349	0.003
SPT35556	SPT35354	0
SPT35556	SPT35356	0
SPT35556	SPT35357	0
SPT35556	SPT35360	0
SPT35556	SPT35365	0.001
SPT35556	SPT35366	0
SPT35556	SPT35368	0
SPT35556	SPT35369	0
SPT35556	SPT35370	0
SPT35556	SPT35373	0
SPT35556	SPT35377	0
SPT35556	SPT35378	0
SPT35556	SPT35379	0
SPT35556	SPT35382	0
SPT35556	SPT35384	0
SPT35556	SPT35390	0
SPT35556	SPT35407	0
SPT35556	SPT35410	0
SPT35556	SPT35414	0.003
SPT35556	SPT35417	0.003
SPT35556	SPT35418	0
SPT35556	SPT35419	0
SPT35556	SPT35423	0.011
SPT35556	SPT35436	0.01
SPT35556	SPT35444	0
SPT35556	SPT35316	0
SPT35556	SPT35331	0
SPT35556	SPT35339	0.026
SPT35556	SPT35364	0
SPT35556	SPT35372	0
SPT35556	SPT35405	0
SPT35556	SPT35424	0.022
SPT35556	SPT35427	0
SPT35556	SPT35437	0
SPT35556	SPT35440	0.018
SPT35556	SPT35467	0
SPT35556	SPT35468	0
SPT35556	SPT35470	0
SPT35556	SPT35472	0.013
SPT35556	SPT35475	0
SPT35556	SPT35476	0
SPT35556	SPT35485	0.012
SPT35556	SPT35499	0
SPT35556	SPT35780	0.021
SPT35564	SPT35566	0.001
SPT35564	SPT35587	0
SPT35564	SPT35673	0.008
SPT35564	SPT35681	0.002
SPT35564	SPT35752	0.002
SPT35564	SPT35334	0.012
SPT35564	SPT35469	0
SPT35564	SPT35332	0
SPT35564	SPT35351	0
SPT35564	SPT35355	0
SPT35564	SPT35420	0.025
SPT35564	SPT35502	0.006
SPT35564	SPT35412	0.004
SPT35564	SPT35446	0.011
SPT35564	SPT35450	0
SPT35564	SPT35474	0
SPT35564	SPT35503	0
SPT35564	SPT35571	0
SPT35564	SPT35575	0
SPT35564	SPT35592	0
SPT35564	SPT35766	0.01
SPT35564	SPT35500	0
SPT35564	SPT35508	0
SPT35564	SPT35313	0
SPT35564	SPT35328	0
SPT35564	SPT35330	0
SPT35564	SPT35362	0
SPT35564	SPT35430	0.007
SPT35564	SPT35431	0.005
SPT35564	SPT35453	0.017
SPT35564	SPT35317	0
SPT35564	SPT35318	0.004
SPT35564	SPT35320	0
SPT35564	SPT35321	0.001
SPT35564	SPT35322	0
SPT35564	SPT35333	0
SPT35564	SPT35341	0.005
SPT35564	SPT35342	0
SPT35564	SPT35346	0
SPT35564	SPT35347	0.002
SPT35564	SPT35352	0.009
SPT35564	SPT35361	0
SPT35564	SPT35363	0.011
SPT35564	SPT35389	0
SPT35564	SPT35425	0
SPT35564	SPT35435	0
SPT35564	SPT35443	0.018
SPT35564	SPT35447	0.02
SPT35564	SPT35448	0
SPT35564	SPT35449	0
SPT35564	SPT35458	0.018
SPT35564	SPT35461	0.006
SPT35564	SPT35462	0
SPT35564	SPT35463	0
SPT35564	SPT35487	0
SPT35564	SPT35501	0.014
SPT35564	SPT35510	0
SPT35564	SPT35511	0
SPT35564	SPT35514	0
SPT35564	SPT35515	0
SPT35564	SPT35516	0
SPT35564	SPT35517	0
SPT35564	SPT35518	0.002
SPT35564	SPT35519	0.01
SPT35564	SPT35520	0.003
SPT35564	SPT35521	0.007
SPT35564	SPT35522	0
SPT35564	SPT35523	0
SPT35564	SPT35524	0.016
SPT35564	SPT35525	0
SPT35564	SPT35526	0
SPT35564	SPT35529	0
SPT35564	SPT35532	0
SPT35564	SPT35537	0
SPT35564	SPT35538	0
SPT35564	SPT35541	0
SPT35564	SPT35543	0.019
SPT35564	SPT35544	0
SPT35564	SPT35546	0
SPT35564	SPT35547	0
SPT35564	SPT35552	0.001
SPT35564	SPT35553	0
SPT35564	SPT35557	0
SPT35564	SPT35561	0
SPT35564	SPT35563	0.007
SPT35564	SPT35567	0.008
SPT35564	SPT35576	0
SPT35564	SPT35577	0
SPT35564	SPT35580	0.016
SPT35564	SPT35583	0.013
SPT35564	SPT35584	0
SPT35564	SPT35585	0
SPT35564	SPT35302	0
SPT35564	SPT35303	0.004
SPT35564	SPT35304	0
SPT35564	SPT35306	0
SPT35564	SPT35308	0
SPT35564	SPT35310	0
SPT35564	SPT35315	0.004
SPT35564	SPT35325	0
SPT35564	SPT35336	0
SPT35564	SPT35337	0.011
SPT35564	SPT35338	0
SPT35564	SPT35340	0
SPT35564	SPT35348	0
SPT35564	SPT35349	0
SPT35564	SPT35354	0
SPT35564	SPT35356	0
SPT35564	SPT35357	0
SPT35564	SPT35360	0.005
SPT35564	SPT35365	0.003
SPT35564	SPT35366	0
SPT35564	SPT35368	0
SPT35564	SPT35369	0
SPT35564	SPT35370	0
SPT35564	SPT35373	0.013
SPT35564	SPT35377	0
SPT35564	SPT35378	0
SPT35564	SPT35379	0
SPT35564	SPT35382	0
SPT35564	SPT35384	0
SPT35564	SPT35390	0
SPT35564	SPT35407	0
SPT35564	SPT35410	0.007
SPT35564	SPT35414	0
SPT35564	SPT35417	0.001
SPT35564	SPT35418	0
SPT35564	SPT35419	0
SPT35564	SPT35423	0
SPT35564	SPT35436	0.01
SPT35564	SPT35444	0.008
SPT35564	SPT35316	0
SPT35564	SPT35331	0
SPT35564	SPT35339	0
SPT35564	SPT35364	0.006
SPT35564	SPT35372	0
SPT35564	SPT35405	0
SPT35564	SPT35424	0
SPT35564	SPT35427	0.003
SPT35564	SPT35437	0.012
SPT35564	SPT35440	0.001
SPT35564	SPT35467	0
SPT35564	SPT35468	0
SPT35564	SPT35470	0
SPT35564	SPT35472	0
SPT35564	SPT35475	0
SPT35564	SPT35476	0
SPT35564	SPT35485	0.009
SPT35564	SPT35499	0
SPT35564	SPT35780	0.016
SPT35566	SPT35587	0.33
SPT35566	SPT35673	0
SPT35566	SPT35681	0
SPT35566	SPT35752	0.005
SPT35566	SPT35334	0
SPT35566	SPT35469	0
SPT35566	SPT35332	0
SPT35566	SPT35351	0.025
SPT35566	SPT35355	0
SPT35566	SPT35420	0.002
SPT35566	SPT35502	0
SPT35566	SPT35412	0
SPT35566	SPT35446	0
SPT35566	SPT35450	0
SPT35566	SPT35474	0.104
SPT35566	SPT35503	0
SPT35566	SPT35571	0
SPT35566	SPT35575	0.001
SPT35566	SPT35592	0
SPT35566	SPT35766	0
SPT35566	SPT35500	0
SPT35566	SPT35508	0.112
SPT35566	SPT35313	0
SPT35566	SPT35328	0
SPT35566	SPT35330	0
SPT35566	SPT35362	0
SPT35566	SPT35430	0
SPT35566	SPT35431	0
SPT35566	SPT35453	0.001
SPT35566	SPT35317	0.037
SPT35566	SPT35318	0
SPT35566	SPT35320	0.051
SPT35566	SPT35321	0
SPT35566	SPT35322	0
SPT35566	SPT35333	0
SPT35566	SPT35341	0.023
SPT35566	SPT35342	0
SPT35566	SPT35346	0
SPT35566	SPT35347	0.052
SPT35566	SPT35352	0
SPT35566	SPT35361	0.032
SPT35566	SPT35363	0
SPT35566	SPT35389	0
SPT35566	SPT35425	0
SPT35566	SPT35435	0
SPT35566	SPT35443	0
SPT35566	SPT35447	0
SPT35566	SPT35448	0
SPT35566	SPT35449	0
SPT35566	SPT35458	0
SPT35566	SPT35461	0
SPT35566	SPT35462	0.107
SPT35566	SPT35463	0
SPT35566	SPT35487	0
SPT35566	SPT35501	0
SPT35566	SPT35510	0
SPT35566	SPT35511	0
SPT35566	SPT35514	0
SPT35566	SPT35515	0
SPT35566	SPT35516	0
SPT35566	SPT35517	0
SPT35566	SPT35518	0.006
SPT35566	SPT35519	0
SPT35566	SPT35520	0.009
SPT35566	SPT35521	0
SPT35566	SPT35522	0.022
SPT35566	SPT35523	0
SPT35566	SPT35524	0
SPT35566	SPT35525	0
SPT35566	SPT35526	0
SPT35566	SPT35529	0
SPT35566	SPT35532	0
SPT35566	SPT35537	0
SPT35566	SPT35538	0
SPT35566	SPT35541	0
SPT35566	SPT35543	0
SPT35566	SPT35544	0
SPT35566	SPT35546	0
SPT35566	SPT35547	0
SPT35566	SPT35552	0.04
SPT35566	SPT35553	0
SPT35566	SPT35557	0.004
SPT35566	SPT35561	0
SPT35566	SPT35563	0
SPT35566	SPT35567	0
SPT35566	SPT35576	0.155
SPT35566	SPT35577	0
SPT35566	SPT35580	0.009
SPT35566	SPT35583	0
SPT35566	SPT35584	0
SPT35566	SPT35585	0.339
SPT35566	SPT35302	0.198
SPT35566	SPT35303	0.05
SPT35566	SPT35304	0
SPT35566	SPT35306	0.015
SPT35566	SPT35308	0
SPT35566	SPT35310	0.004
SPT35566	SPT35315	0.045
SPT35566	SPT35325	0
SPT35566	SPT35336	0.002
SPT35566	SPT35337	0
SPT35566	SPT35338	0
SPT35566	SPT35340	0
SPT35566	SPT35348	0
SPT35566	SPT35349	0
SPT35566	SPT35354	0
SPT35566	SPT35356	0
SPT35566	SPT35357	0
SPT35566	SPT35360	0.051
SPT35566	SPT35365	0.004
SPT35566	SPT35366	0
SPT35566	SPT35368	0
SPT35566	SPT35369	0
SPT35566	SPT35370	0
SPT35566	SPT35373	0
SPT35566	SPT35377	0
SPT35566	SPT35378	0
SPT35566	SPT35379	0
SPT35566	SPT35382	0
SPT35566	SPT35384	0
SPT35566	SPT35390	0.044
SPT35566	SPT35407	0.219
SPT35566	SPT35410	0
SPT35566	SPT35414	0
SPT35566	SPT35417	0
SPT35566	SPT35418	0
SPT35566	SPT35419	0.153
SPT35566	SPT35423	0.006
SPT35566	SPT35436	0.002
SPT35566	SPT35444	0
SPT35566	SPT35316	0
SPT35566	SPT35331	0
SPT35566	SPT35339	0
SPT35566	SPT35364	0.014
SPT35566	SPT35372	0.012
SPT35566	SPT35405	0.181
SPT35566	SPT35424	0
SPT35566	SPT35427	0.003
SPT35566	SPT35437	0
SPT35566	SPT35440	0
SPT35566	SPT35467	0
SPT35566	SPT35468	0
SPT35566	SPT35470	0.185
SPT35566	SPT35472	0
SPT35566	SPT35475	0
SPT35566	SPT35476	0
SPT35566	SPT35485	0
SPT35566	SPT35499	0
SPT35566	SPT35780	0
SPT35587	SPT35673	0
SPT35587	SPT35681	0
SPT35587	SPT35752	0
SPT35587	SPT35334	0.023
SPT35587	SPT35469	0
SPT35587	SPT35332	0
SPT35587	SPT35351	0
SPT35587	SPT35355	0
SPT35587	SPT35420	0
SPT35587	SPT35502	0
SPT35587	SPT35412	0
SPT35587	SPT35446	0
SPT35587	SPT35450	0
SPT35587	SPT35474	0.545
SPT35587	SPT35503	0
SPT35587	SPT35571	0
SPT35587	SPT35575	0
SPT35587	SPT35592	0
SPT35587	SPT35766	0
SPT35587	SPT35500	0
SPT35587	SPT35508	0.406
SPT35587	SPT35313	0
SPT35587	SPT35328	0
SPT35587	SPT35330	0
SPT35587	SPT35362	0
SPT35587	SPT35430	0
SPT35587	SPT35431	0
SPT35587	SPT35453	0
SPT35587	SPT35317	0.052
SPT35587	SPT35318	0
SPT35587	SPT35320	0.08
SPT35587	SPT35321	0
SPT35587	SPT35322	0
SPT35587	SPT35333	0
SPT35587	SPT35341	0.048
SPT35587	SPT35342	0
SPT35587	SPT35346	0
SPT35587	SPT35347	0.171
SPT35587	SPT35352	0
SPT35587	SPT35361	0
SPT35587	SPT35363	0
SPT35587	SPT35389	0
SPT35587	SPT35425	0
SPT35587	SPT35435	0
SPT35587	SPT35443	0
SPT35587	SPT35447	0
SPT35587	SPT35448	0
SPT35587	SPT35449	0
SPT35587	SPT35458	0
SPT35587	SPT35461	0
SPT35587	SPT35462	0.516
SPT35587	SPT35463	0
SPT35587	SPT35487	0
SPT35587	SPT35501	0
SPT35587	SPT35510	0
SPT35587	SPT35511	0
SPT35587	SPT35514	0
SPT35587	SPT35515	0
SPT35587	SPT35516	0
SPT35587	SPT35517	0
SPT35587	SPT35518	0
SPT35587	SPT35519	0
SPT35587	SPT35520	0
SPT35587	SPT35521	0
SPT35587	SPT35522	0.128
SPT35587	SPT35523	0
SPT35587	SPT35524	0
SPT35587	SPT35525	0
SPT35587	SPT35526	0
SPT35587	SPT35529	0
SPT35587	SPT35532	0
SPT35587	SPT35537	0
SPT35587	SPT35538	0
SPT35587	SPT35541	0
SPT35587	SPT35543	0
SPT35587	SPT35544	0
SPT35587	SPT35546	0
SPT35587	SPT35547	0
SPT35587	SPT35552	0
SPT35587	SPT35553	0
SPT35587	SPT35557	0
SPT35587	SPT35561	0
SPT35587	SPT35563	0
SPT35587	SPT35567	0
SPT35587	SPT35576	0.525
SPT35587	SPT35577	0
SPT35587	SPT35580	0
SPT35587	SPT35583	0
SPT35587	SPT35584	0
SPT35587	SPT35585	0.993
SPT35587	SPT35302	0.766
SPT35587	SPT35303	0
SPT35587	SPT35304	0
SPT35587	SPT35306	0
SPT35587	SPT35308	0
SPT35587	SPT35310	0
SPT35587	SPT35315	0
SPT35587	SPT35325	0
SPT35587	SPT35336	0
SPT35587	SPT35337	0.06
SPT35587	SPT35338	0
SPT35587	SPT35340	0
SPT35587	SPT35348	0
SPT35587	SPT35349	0
SPT35587	SPT35354	0
SPT35587	SPT35356	0
SPT35587	SPT35357	0
SPT35587	SPT35360	0.171
SPT35587	SPT35365	0
SPT35587	SPT35366	0
SPT35587	SPT35368	0
SPT35587	SPT35369	0
SPT35587	SPT35370	0.019
SPT35587	SPT35373	0
SPT35587	SPT35377	0
SPT35587	SPT35378	0
SPT35587	SPT35379	0
SPT35587	SPT35382	0
SPT35587	SPT35384	0
SPT35587	SPT35390	0.123
SPT35587	SPT35407	0.795
SPT35587	SPT35410	0
SPT35587	SPT35414	0
SPT35587	SPT35417	0
SPT35587	SPT35418	0
SPT35587	SPT35419	0.502
SPT35587	SPT35423	0
SPT35587	SPT35436	0
SPT35587	SPT35444	0
SPT35587	SPT35316	0
SPT35587	SPT35331	0
SPT35587	SPT35339	0
SPT35587	SPT35364	0
SPT35587	SPT35372	0.079
SPT35587	SPT35405	0.729
SPT35587	SPT35424	0
SPT35587	SPT35427	0
SPT35587	SPT35437	0
SPT35587	SPT35440	0
SPT35587	SPT35467	0
SPT35587	SPT35468	0
SPT35587	SPT35470	0.579
SPT35587	SPT35472	0
SPT35587	SPT35475	0
SPT35587	SPT35476	0
SPT35587	SPT35485	0
SPT35587	SPT35499	0
SPT35587	SPT35780	0
SPT35673	SPT35681	0
SPT35673	SPT35752	0.001
SPT35673	SPT35334	0
SPT35673	SPT35469	0
SPT35673	SPT35332	0
SPT35673	SPT35351	0
SPT35673	SPT35355	0
SPT35673	SPT35420	0.005
SPT35673	SPT35502	0
SPT35673	SPT35412	0
SPT35673	SPT35446	0
SPT35673	SPT35450	0
SPT35673	SPT35474	0
SPT35673	SPT35503	0
SPT35673	SPT35571	0
SPT35673	SPT35575	0
SPT35673	SPT35592	0.02
SPT35673	SPT35766	0.019
SPT35673	SPT35500	0
SPT35673	SPT35508	0
SPT35673	SPT35313	0
SPT35673	SPT35328	0.008
SPT35673	SPT35330	0
SPT35673	SPT35362	0.002
SPT35673	SPT35430	0.012
SPT35673	SPT35431	0.005
SPT35673	SPT35453	0
SPT35673	SPT35317	0.01
SPT35673	SPT35318	0
SPT35673	SPT35320	0
SPT35673	SPT35321	0.006
SPT35673	SPT35322	0
SPT35673	SPT35333	0.017
SPT35673	SPT35341	0
SPT35673	SPT35342	0
SPT35673	SPT35346	0
SPT35673	SPT35347	0
SPT35673	SPT35352	0.001
SPT35673	SPT35361	0
SPT35673	SPT35363	0.001
SPT35673	SPT35389	0
SPT35673	SPT35425	0.018
SPT35673	SPT35435	0
SPT35673	SPT35443	0.006
SPT35673	SPT35447	0.004
SPT35673	SPT35448	0
SPT35673	SPT35449	0
SPT35673	SPT35458	0
SPT35673	SPT35461	0
SPT35673	SPT35462	0
SPT35673	SPT35463	0
SPT35673	SPT35487	0
SPT35673	SPT35501	0.005
SPT35673	SPT35510	0.104
SPT35673	SPT35511	0
SPT35673	SPT35514	0
SPT35673	SPT35515	0
SPT35673	SPT35516	0
SPT35673	SPT35517	0
SPT35673	SPT35518	0
SPT35673	SPT35519	0
SPT35673	SPT35520	0
SPT35673	SPT35521	0
SPT35673	SPT35522	0
SPT35673	SPT35523	0
SPT35673	SPT35524	0.043
SPT35673	SPT35525	0
SPT35673	SPT35526	0
SPT35673	SPT35529	0
SPT35673	SPT35532	0
SPT35673	SPT35537	0
SPT35673	SPT35538	0
SPT35673	SPT35541	0
SPT35673	SPT35543	0
SPT35673	SPT35544	0.017
SPT35673	SPT35546	0
SPT35673	SPT35547	0
SPT35673	SPT35552	0
SPT35673	SPT35553	0.026
SPT35673	SPT35557	0
SPT35673	SPT35561	0.045
SPT35673	SPT35563	0.012
SPT35673	SPT35567	0.012
SPT35673	SPT35576	0
SPT35673	SPT35577	0.004
