p1	p2	hmm
SPT35302	SPT35341	0.29627
SPT35302	SPT35368	0.24968
SPT35302	SPT35378	0.24734
SPT35302	SPT35552	0.23634
SPT35302	SPT35551	0.23316
SPT35302	SPT35459	0.23896
SPT35302	SPT35474	0.45336
SPT35302	SPT35514	0.25053
SPT35302	SPT35519	0.23025
SPT35302	SPT35526	0.24803
SPT35302	SPT35501	0.22369
SPT35302	SPT35681	0.2375
SPT35302	SPT35467	0.2479
SPT35302	SPT35469	0.25363
SPT35302	SPT35470	0.47947
SPT35302	SPT35468	0.24072
SPT35302	SPT35471	0.25735
SPT35302	SPT35379	0.25447
SPT35302	SPT35472	0.24558
SPT35302	SPT35529	0.24737
SPT35302	SPT35517	0.25046
SPT35302	SPT35516	0.24942
SPT35302	SPT35360	0.32573
SPT35302	SPT35515	0.24982
SPT35302	SPT35518	0.23015
SPT35302	SPT35475	0.24766
SPT35302	SPT35520	0.23986
SPT35302	SPT35324	0.24815
SPT35302	SPT35476	0.25205
SPT35302	SPT35485	0.23291
SPT35302	SPT35389	0.23703
SPT35302	SPT35487	0.24367
SPT35302	SPT35369	0.26209
SPT35302	SPT35370	0.27759
SPT35302	SPT35382	0.25619
SPT35302	SPT35521	0.23131
SPT35302	SPT35553	0.23242
SPT35302	SPT35532	0.25865
SPT35302	SPT35384	0.24666
SPT35302	SPT35522	0.32036
SPT35302	SPT35361	0.24561
SPT35302	SPT35342	0.2474
SPT35302	SPT35556	0.24821
SPT35302	SPT35557	0.24052
SPT35302	SPT35328	0.23321
SPT35302	SPT35592	0.24
SPT35302	SPT35435	0.25747
SPT35302	SPT35304	0.24308
SPT35302	SPT35390	0.31628
SPT35302	SPT35436	0.24125
SPT35302	SPT35580	0.22919
SPT35302	SPT35538	0.22438
SPT35302	SPT35537	0.21341
SPT35302	SPT35320	0.26163
SPT35302	SPT35541	0.24595
SPT35302	SPT35673	0.22627
SPT35302	SPT35502	0.23323
SPT35302	SPT35330	0.25007
SPT35302	SPT35546	0.23435
SPT35302	SPT35547	0.24287
SPT35302	SPT35544	0.23079
SPT35302	SPT35362	0.22511
SPT35302	SPT35499	0.23444
SPT35302	SPT35336	0.24811
SPT35302	SPT35577	0.24809
SPT35302	SPT35325	0.22603
SPT35302	SPT35331	0.25356
SPT35302	SPT35337	0.2901
SPT35302	SPT35306	0.24914
SPT35302	SPT35407	0.71897
SPT35302	SPT35346	0.25431
SPT35302	SPT35405	0.69525
SPT35302	SPT35410	0.24291
SPT35302	SPT35575	0.22393
SPT35302	SPT35576	0.45669
SPT35302	SPT35766	0.24405
SPT35302	SPT35347	0.32605
SPT35302	SPT35412	0.23502
SPT35302	SPT35414	0.24222
SPT35302	SPT35348	0.28187
SPT35302	SPT35417	0.24312
SPT35302	SPT35571	0.2324
SPT35302	SPT35349	0.24229
SPT35302	SPT35351	0.24792
SPT35302	SPT35418	0.24221
SPT35302	SPT35419	0.44625
SPT35302	SPT35566	0.31217
SPT35302	SPT35567	0.22758
SPT35302	SPT35420	0.21649
SPT35302	SPT35423	0.23932
SPT35302	SPT35564	0.23439
SPT35302	SPT35352	0.24952
SPT35302	SPT35424	0.23157
SPT35302	SPT35357	0.245
SPT35302	SPT35437	0.2383
SPT35302	SPT35563	0.22939
SPT35302	SPT35308	0.24202
SPT35302	SPT35425	0.23465
SPT35302	SPT35440	0.23667
SPT35302	SPT35354	0.26445
SPT35302	SPT35309	0.24373
SPT35302	SPT35310	0.2402
SPT35302	SPT35355	0.25525
SPT35302	SPT35332	0.22683
SPT35302	SPT35333	0.23623
SPT35302	SPT35561	0.24655
SPT35302	SPT35363	0.23951
SPT35302	SPT35427	0.23331
SPT35302	SPT35752	0.23148
SPT35302	SPT35430	0.24082
SPT35302	SPT35431	0.23426
SPT35302	SPT35313	0.25169
SPT35302	SPT35780	0.24001
SPT35302	SPT35315	0.25709
SPT35302	SPT35316	0.25302
SPT35302	SPT35317	0.29221
SPT35302	SPT35334	0.28143
SPT35302	SPT35543	0.24053
SPT35508	SPT35365	0.25395
SPT35508	SPT35449	0.24412
SPT35508	SPT35523	0.24914
SPT35508	SPT35338	0.24226
SPT35508	SPT35339	0.23281
SPT35508	SPT35372	0.28503
SPT35508	SPT35373	0.23715
SPT35508	SPT35587	0.37571
SPT35508	SPT35303	0.23567
SPT35508	SPT35356	0.23945
SPT35508	SPT35448	0.24344
SPT35508	SPT35364	0.24319
SPT35508	SPT35366	0.24151
SPT35508	SPT35524	0.2343
SPT35508	SPT35321	0.24052
SPT35508	SPT35374	0.23852
SPT35508	SPT35318	0.26376
SPT35508	SPT35453	0.25093
SPT35508	SPT35509	0.24644
SPT35508	SPT35450	0.2435
SPT35508	SPT35525	0.24811
SPT35508	SPT35510	0.23366
SPT35508	SPT35340	0.24196
SPT35508	SPT35583	0.24237
SPT35508	SPT35584	0.2408
SPT35508	SPT35585	0.42598
SPT35508	SPT35458	0.25914
SPT35508	SPT35500	0.23026
SPT35508	SPT35322	0.24777
SPT35508	SPT35377	0.24155
SPT35508	SPT35511	0.24683
SPT35508	SPT35323	0.25332
SPT35508	SPT35461	0.23588
SPT35508	SPT35462	0.43935
SPT35508	SPT35463	0.25315
SPT35508	SPT35341	0.27604
SPT35508	SPT35368	0.24383
SPT35508	SPT35378	0.24982
SPT35508	SPT35552	0.23606
SPT35508	SPT35551	0.24467
SPT35508	SPT35459	0.25394
SPT35508	SPT35474	0.54355
SPT35508	SPT35514	0.24128
SPT35508	SPT35519	0.22694
SPT35508	SPT35526	0.24854
SPT35508	SPT35501	0.24494
SPT35508	SPT35681	0.2365
SPT35508	SPT35467	0.25036
SPT35508	SPT35469	0.24908
SPT35508	SPT35470	0.55308
SPT35508	SPT35468	0.24546
SPT35508	SPT35471	0.24888
SPT35508	SPT35379	0.25316
SPT35508	SPT35472	0.25332
SPT35508	SPT35529	0.24716
SPT35508	SPT35517	0.24765
SPT35508	SPT35516	0.24921
SPT35508	SPT35360	0.29481
SPT35508	SPT35515	0.24456
SPT35508	SPT35518	0.24409
SPT35508	SPT35475	0.24845
SPT35508	SPT35520	0.2381
SPT35508	SPT35324	0.25163
SPT35508	SPT35476	0.24511
SPT35508	SPT35485	0.23533
SPT35508	SPT35389	0.24107
SPT35508	SPT35487	0.24749
SPT35508	SPT35369	0.25785
SPT35508	SPT35370	0.26322
SPT35508	SPT35382	0.25198
SPT35508	SPT35521	0.23763
SPT35508	SPT35553	0.26335
SPT35508	SPT35532	0.24861
SPT35508	SPT35384	0.25101
SPT35508	SPT35522	0.35894
SPT35508	SPT35361	0.25046
SPT35508	SPT35342	0.24097
SPT35508	SPT35556	0.2415
SPT35508	SPT35557	0.24675
SPT35508	SPT35328	0.23473
SPT35508	SPT35592	0.24334
SPT35508	SPT35435	0.25005
SPT35508	SPT35304	0.2423
SPT35508	SPT35390	0.27317
SPT35508	SPT35436	0.2431
SPT35508	SPT35580	0.24396
SPT35508	SPT35538	0.24207
SPT35508	SPT35537	0.23815
SPT35508	SPT35320	0.26072
SPT35508	SPT35541	0.23961
SPT35508	SPT35673	0.23335
SPT35508	SPT35502	0.24961
SPT35508	SPT35330	0.24574
SPT35508	SPT35546	0.23656
SPT35508	SPT35547	0.24421
SPT35508	SPT35544	0.23555
SPT35508	SPT35362	0.24681
SPT35508	SPT35499	0.24487
SPT35508	SPT35336	0.24934
SPT35508	SPT35577	0.25031
SPT35508	SPT35325	0.23743
SPT35508	SPT35331	0.25755
SPT35508	SPT35337	0.27654
SPT35508	SPT35306	0.24187
SPT35508	SPT35407	0.40123
SPT35508	SPT35346	0.25988
SPT35508	SPT35405	0.36618
SPT35508	SPT35410	0.24041
SPT35508	SPT35575	0.24514
SPT35508	SPT35576	0.33083
SPT35508	SPT35766	0.24492
SPT35508	SPT35347	0.29518
SPT35508	SPT35412	0.241
SPT35508	SPT35414	0.24327
SPT35508	SPT35348	0.26037
SPT35508	SPT35417	0.24316
SPT35508	SPT35571	0.24055
SPT35508	SPT35349	0.2287
SPT35508	SPT35351	0.24797
SPT35508	SPT35418	0.25171
SPT35508	SPT35419	0.32864
SPT35508	SPT35566	0.30203
SPT35508	SPT35567	0.24399
SPT35508	SPT35420	0.23532
SPT35508	SPT35423	0.24222
SPT35508	SPT35564	0.2509
SPT35508	SPT35352	0.24874
SPT35508	SPT35424	0.22945
SPT35508	SPT35357	0.24733
SPT35508	SPT35437	0.24745
SPT35508	SPT35563	0.24404
SPT35508	SPT35308	0.24327
SPT35508	SPT35425	0.25359
SPT35508	SPT35440	0.24481
SPT35508	SPT35354	0.25661
SPT35508	SPT35309	0.24766
SPT35508	SPT35310	0.24558
SPT35508	SPT35355	0.24582
SPT35508	SPT35332	0.24137
SPT35508	SPT35333	0.23881
SPT35508	SPT35561	0.24689
SPT35508	SPT35363	0.23893
SPT35508	SPT35427	0.23897
SPT35508	SPT35752	0.23125
SPT35508	SPT35430	0.24527
SPT35508	SPT35431	0.24275
SPT35508	SPT35313	0.25124
SPT35508	SPT35780	0.23394
SPT35508	SPT35315	0.25047
SPT35508	SPT35316	0.254
SPT35508	SPT35317	0.26413
SPT35508	SPT35334	0.27012
SPT35508	SPT35543	0.24599
SPT35365	SPT35449	0.23447
SPT35365	SPT35523	0.23281
SPT35365	SPT35338	0.25084
SPT35365	SPT35339	0.22034
SPT35365	SPT35372	0.24942
SPT35365	SPT35373	0.23979
SPT35365	SPT35587	0.24018
SPT35365	SPT35303	0.23113
SPT35365	SPT35356	0.24893
SPT35365	SPT35448	0.23479
SPT35365	SPT35364	0.22836
SPT35365	SPT35366	0.25261
SPT35365	SPT35524	0.23328
SPT35365	SPT35321	0.23752
SPT35365	SPT35374	0.25285
SPT35365	SPT35318	0.24881
SPT35365	SPT35453	0.23813
SPT35365	SPT35509	0.23851
SPT35365	SPT35450	0.22768
SPT35365	SPT35525	0.23916
SPT35365	SPT35510	0.23205
SPT35365	SPT35340	0.23475
SPT35365	SPT35583	0.22832
SPT35365	SPT35584	0.23142
SPT35365	SPT35585	0.25544
SPT35365	SPT35458	0.25106
SPT35365	SPT35500	0.24919
SPT35365	SPT35322	0.26498
SPT35365	SPT35377	0.23567
SPT35365	SPT35511	0.24321
SPT35365	SPT35323	0.24687
SPT35365	SPT35461	0.23352
SPT35365	SPT35462	0.24317
SPT35365	SPT35463	0.24665
SPT35365	SPT35341	0.26379
SPT35365	SPT35368	0.28241
SPT35365	SPT35378	0.2578
SPT35365	SPT35552	0.23478
SPT35365	SPT35551	0.23332
SPT35365	SPT35459	0.23788
SPT35365	SPT35474	0.25459
SPT35365	SPT35514	0.23169
SPT35365	SPT35519	0.22357
SPT35365	SPT35526	0.24205
SPT35365	SPT35501	0.2372
SPT35365	SPT35681	0.22962
SPT35365	SPT35467	0.24353
SPT35365	SPT35469	0.23644
SPT35365	SPT35470	0.25742
SPT35365	SPT35468	0.23346
SPT35365	SPT35471	0.23845
SPT35365	SPT35379	0.25694
SPT35365	SPT35472	0.2448
SPT35365	SPT35529	0.23876
SPT35365	SPT35517	0.23129
SPT35365	SPT35516	0.23564
SPT35365	SPT35360	0.26901
SPT35365	SPT35515	0.22568
SPT35365	SPT35518	0.23429
SPT35365	SPT35475	0.24245
SPT35365	SPT35520	0.2239
SPT35365	SPT35324	0.23455
SPT35365	SPT35476	0.22984
SPT35365	SPT35485	0.24058
SPT35365	SPT35389	0.23523
SPT35365	SPT35487	0.23589
SPT35365	SPT35369	0.23182
SPT35365	SPT35370	0.25905
SPT35365	SPT35382	0.2564
SPT35365	SPT35521	0.23229
SPT35365	SPT35553	0.23816
SPT35365	SPT35532	0.23219
SPT35365	SPT35384	0.24378
SPT35365	SPT35522	0.25209
SPT35365	SPT35361	0.25521
SPT35365	SPT35342	0.24506
SPT35365	SPT35556	0.23079
SPT35365	SPT35557	0.22499
SPT35365	SPT35328	0.24615
SPT35365	SPT35592	0.23333
SPT35365	SPT35435	0.23434
SPT35365	SPT35304	0.23572
SPT35365	SPT35390	0.24208
SPT35365	SPT35436	0.22914
SPT35365	SPT35580	0.22888
SPT35365	SPT35538	0.2219
SPT35365	SPT35537	0.22702
SPT35365	SPT35320	0.23068
SPT35365	SPT35541	0.23208
SPT35365	SPT35673	0.21845
SPT35365	SPT35502	0.23408
SPT35365	SPT35330	0.23972
SPT35365	SPT35546	0.22465
SPT35365	SPT35547	0.23289
SPT35365	SPT35544	0.23312
SPT35365	SPT35362	0.25016
SPT35365	SPT35499	0.23973
SPT35365	SPT35336	0.23966
SPT35365	SPT35577	0.22315
SPT35365	SPT35325	0.22717
SPT35365	SPT35331	0.26023
SPT35365	SPT35337	0.25889
SPT35365	SPT35306	0.23019
SPT35365	SPT35407	0.25075
SPT35365	SPT35346	0.25231
SPT35365	SPT35405	0.24155
SPT35365	SPT35410	0.22704
SPT35365	SPT35575	0.23452
SPT35365	SPT35576	0.23563
SPT35365	SPT35766	0.22738
SPT35365	SPT35347	0.26975
SPT35365	SPT35412	0.22271
SPT35365	SPT35414	0.22935
SPT35365	SPT35348	0.26425
SPT35365	SPT35417	0.23182
SPT35365	SPT35571	0.23419
SPT35365	SPT35349	0.23693
SPT35365	SPT35351	0.24415
SPT35365	SPT35418	0.24682
SPT35365	SPT35419	0.24909
SPT35365	SPT35566	0.24553
SPT35365	SPT35567	0.22478
SPT35365	SPT35420	0.2287
SPT35365	SPT35423	0.23337
SPT35365	SPT35564	0.22589
SPT35365	SPT35352	0.2458
SPT35365	SPT35424	0.23447
SPT35365	SPT35357	0.26506
SPT35365	SPT35437	0.22558
SPT35365	SPT35563	0.22742
SPT35365	SPT35308	0.23558
SPT35365	SPT35425	0.22614
SPT35365	SPT35440	0.22696
SPT35365	SPT35354	0.25047
SPT35365	SPT35309	0.22802
SPT35365	SPT35310	0.22552
SPT35365	SPT35355	0.23051
SPT35365	SPT35332	0.22808
SPT35365	SPT35333	0.23543
SPT35365	SPT35561	0.23171
SPT35365	SPT35363	0.23371
SPT35365	SPT35427	0.22324
SPT35365	SPT35752	0.24128
SPT35365	SPT35430	0.23302
SPT35365	SPT35431	0.2307
SPT35365	SPT35313	0.24529
SPT35365	SPT35780	0.23144
SPT35365	SPT35315	0.26004
SPT35365	SPT35316	0.23219
SPT35365	SPT35317	0.24491
SPT35365	SPT35334	0.26126
SPT35365	SPT35543	0.23337
SPT35449	SPT35523	0.251
SPT35449	SPT35338	0.23465
SPT35449	SPT35339	0.25788
SPT35449	SPT35372	0.24367
SPT35449	SPT35373	0.24459
SPT35449	SPT35587	0.2703
SPT35449	SPT35303	0.25771
SPT35449	SPT35356	0.24276
SPT35449	SPT35448	0.27684
SPT35449	SPT35364	0.24288
SPT35449	SPT35366	0.24067
SPT35449	SPT35524	0.23591
SPT35449	SPT35321	0.24065
SPT35449	SPT35374	0.23581
SPT35449	SPT35318	0.2447
SPT35449	SPT35453	0.25104
SPT35449	SPT35509	0.25114
SPT35449	SPT35450	0.27629
SPT35449	SPT35525	0.70756
SPT35449	SPT35510	0.24888
SPT35449	SPT35340	0.24648
SPT35449	SPT35583	0.24703
SPT35449	SPT35584	0.24756
SPT35449	SPT35585	0.24498
SPT35449	SPT35458	0.25752
SPT35449	SPT35500	0.24465
SPT35449	SPT35322	0.23547
SPT35449	SPT35377	0.24601
SPT35449	SPT35511	0.70222
SPT35449	SPT35323	0.23562
SPT35449	SPT35461	0.24268
SPT35449	SPT35462	0.24311
SPT35449	SPT35463	0.24362
SPT35449	SPT35341	0.23635
SPT35449	SPT35368	0.25476
SPT35449	SPT35378	0.23329
SPT35449	SPT35552	0.25581
SPT35449	SPT35551	0.25462
SPT35449	SPT35459	0.24708
SPT35449	SPT35474	0.23987
SPT35449	SPT35514	0.25954
SPT35449	SPT35519	0.25415
SPT35449	SPT35526	0.7017
SPT35449	SPT35501	0.2362
SPT35449	SPT35681	0.23497
SPT35449	SPT35467	0.70194
SPT35449	SPT35469	0.25049
SPT35449	SPT35470	0.23661
SPT35449	SPT35468	0.24548
SPT35449	SPT35471	0.24648
SPT35449	SPT35379	0.24677
SPT35449	SPT35472	0.22962
SPT35449	SPT35529	0.69829
SPT35449	SPT35517	0.24076
SPT35449	SPT35516	0.24685000000000001
SPT35449	SPT35360	0.23535
SPT35449	SPT35515	0.24863
SPT35449	SPT35518	0.22088
SPT35449	SPT35475	0.70216
SPT35449	SPT35520	0.23599
SPT35449	SPT35324	0.23048
SPT35449	SPT35476	0.24876
SPT35449	SPT35485	0.23925
SPT35449	SPT35389	0.24593
SPT35449	SPT35487	0.25133
SPT35449	SPT35369	0.23548
SPT35449	SPT35370	0.24237
SPT35449	SPT35382	0.25313
SPT35449	SPT35521	0.26402
SPT35449	SPT35553	0.23898
SPT35449	SPT35532	0.25569
SPT35449	SPT35384	0.24228
SPT35449	SPT35522	0.2368
SPT35449	SPT35361	0.24004
SPT35449	SPT35342	0.23433
SPT35449	SPT35556	0.24645
SPT35449	SPT35557	0.23517
SPT35449	SPT35328	0.22694
SPT35449	SPT35592	0.2377
SPT35449	SPT35435	0.25281
SPT35449	SPT35304	0.24758
SPT35449	SPT35390	0.24175
SPT35449	SPT35436	0.25366
SPT35449	SPT35580	0.26164
SPT35449	SPT35538	0.26615
SPT35449	SPT35537	0.25906
SPT35449	SPT35320	0.2564
SPT35449	SPT35541	0.23272
SPT35449	SPT35673	0.27274
SPT35449	SPT35502	0.22862
SPT35449	SPT35330	0.26493
SPT35449	SPT35546	0.26188
SPT35449	SPT35547	0.2384
SPT35449	SPT35544	0.25074
SPT35449	SPT35362	0.24345
SPT35449	SPT35499	0.24279
SPT35449	SPT35336	0.24808
SPT35449	SPT35577	0.24002
SPT35449	SPT35325	0.23367
SPT35449	SPT35331	0.23824
SPT35449	SPT35337	0.2397
SPT35449	SPT35306	0.24656
SPT35449	SPT35407	0.23493
SPT35449	SPT35346	0.23447
SPT35449	SPT35405	0.25842
SPT35449	SPT35410	0.24033
SPT35449	SPT35575	0.24098
SPT35449	SPT35576	0.23637
SPT35449	SPT35766	0.26394
SPT35449	SPT35347	0.23569
SPT35449	SPT35412	0.25729
SPT35449	SPT35414	0.25925
SPT35449	SPT35348	0.23856
SPT35449	SPT35417	0.25504
SPT35449	SPT35571	0.26018
SPT35449	SPT35349	0.24673
SPT35449	SPT35351	0.26274
SPT35449	SPT35418	0.23609
SPT35449	SPT35419	0.23666
SPT35449	SPT35566	0.24678
SPT35449	SPT35567	0.24128
SPT35449	SPT35420	0.24127
SPT35449	SPT35423	0.23805
SPT35449	SPT35564	0.24935
SPT35449	SPT35352	0.23387
SPT35449	SPT35424	0.24956
SPT35449	SPT35357	0.23504
SPT35449	SPT35437	0.23737
SPT35449	SPT35563	0.2383
SPT35449	SPT35308	0.25123
SPT35449	SPT35425	0.25238
SPT35449	SPT35440	0.28573
SPT35449	SPT35354	0.24691
SPT35449	SPT35309	0.24056
SPT35449	SPT35310	0.24241
SPT35449	SPT35355	0.23282
SPT35449	SPT35332	0.22735
SPT35449	SPT35333	0.23762
SPT35449	SPT35561	0.23746
SPT35449	SPT35363	0.22988
SPT35449	SPT35427	0.26215
SPT35449	SPT35752	0.23534
SPT35449	SPT35430	0.24804
SPT35449	SPT35431	0.24186
SPT35449	SPT35313	0.23672
SPT35449	SPT35780	0.24837
SPT35449	SPT35315	0.23403
SPT35449	SPT35316	0.23576
SPT35449	SPT35317	0.23056
SPT35449	SPT35334	0.23737
SPT35449	SPT35543	0.24796
SPT35523	SPT35338	0.21859
SPT35523	SPT35339	0.24008
SPT35523	SPT35372	0.23772
SPT35523	SPT35373	0.24749
SPT35523	SPT35587	0.25072
SPT35523	SPT35303	0.2269
SPT35523	SPT35356	0.23994
SPT35523	SPT35448	0.4521
SPT35523	SPT35364	0.21987
SPT35523	SPT35366	0.23308
SPT35523	SPT35524	0.23262
SPT35523	SPT35321	0.24571
SPT35523	SPT35374	0.23085
SPT35523	SPT35318	0.24069
SPT35523	SPT35453	0.23188
SPT35523	SPT35509	0.24364
SPT35523	SPT35450	0.24413
SPT35523	SPT35525	0.25287
SPT35523	SPT35510	0.25018
SPT35523	SPT35340	0.24403
SPT35523	SPT35583	0.25403
SPT35523	SPT35584	0.25117
SPT35523	SPT35585	0.25265
SPT35523	SPT35458	0.25362
SPT35523	SPT35500	0.24242
SPT35523	SPT35322	0.22501
SPT35523	SPT35377	0.24376
SPT35523	SPT35511	0.24812
SPT35523	SPT35323	0.22981
SPT35523	SPT35461	0.24045
SPT35523	SPT35462	0.24974
SPT35523	SPT35463	0.23549
SPT35523	SPT35341	0.23694
SPT35523	SPT35368	0.24007
SPT35523	SPT35378	0.23958
SPT35523	SPT35552	0.24322
SPT35523	SPT35551	0.23752
SPT35523	SPT35459	0.24605
SPT35523	SPT35474	0.25394
SPT35523	SPT35514	0.46197
SPT35523	SPT35519	0.23441
SPT35523	SPT35526	0.25224
SPT35523	SPT35501	0.2307
SPT35523	SPT35681	0.23407
SPT35523	SPT35467	0.25198
SPT35523	SPT35469	0.48567
SPT35523	SPT35470	0.24785
SPT35523	SPT35468	0.51772
SPT35523	SPT35471	0.45091
SPT35523	SPT35379	0.23525
SPT35523	SPT35472	0.234
SPT35523	SPT35529	0.25255
SPT35523	SPT35517	0.4706
SPT35523	SPT35516	0.51052
SPT35523	SPT35360	0.23539
SPT35523	SPT35515	0.37202
SPT35523	SPT35518	0.23421
SPT35523	SPT35475	0.25097
SPT35523	SPT35520	0.23741
SPT35523	SPT35324	0.23956
SPT35523	SPT35476	0.47992
SPT35523	SPT35485	0.24181
SPT35523	SPT35389	0.2433
SPT35523	SPT35487	0.48863
SPT35523	SPT35369	0.23851
SPT35523	SPT35370	0.24341
SPT35523	SPT35382	0.24053
SPT35523	SPT35521	0.24503
SPT35523	SPT35553	0.23619
SPT35523	SPT35532	0.5248
SPT35523	SPT35384	0.23922
SPT35523	SPT35522	0.22999
SPT35523	SPT35361	0.23852
SPT35523	SPT35342	0.23425
SPT35523	SPT35556	0.2337
SPT35523	SPT35557	0.24528
SPT35523	SPT35328	0.23361
SPT35523	SPT35592	0.26563
SPT35523	SPT35435	0.50637
SPT35523	SPT35304	0.24228
SPT35523	SPT35390	0.22942
SPT35523	SPT35436	0.23535
SPT35523	SPT35580	0.23066
SPT35523	SPT35538	0.23611
SPT35523	SPT35537	0.23546
SPT35523	SPT35320	0.2409
SPT35523	SPT35541	0.23547
SPT35523	SPT35673	0.24835
SPT35523	SPT35502	0.23704
SPT35523	SPT35330	0.23423
SPT35523	SPT35546	0.24869
SPT35523	SPT35547	0.24957
SPT35523	SPT35544	0.23954
SPT35523	SPT35362	0.22978
SPT35523	SPT35499	0.23813
SPT35523	SPT35336	0.24034
SPT35523	SPT35577	0.23594
SPT35523	SPT35325	0.23623
SPT35523	SPT35331	0.23008
SPT35523	SPT35337	0.23671
SPT35523	SPT35306	0.23692
SPT35523	SPT35407	0.25292
SPT35523	SPT35346	0.24125
SPT35523	SPT35405	0.2562
SPT35523	SPT35410	0.23257
SPT35523	SPT35575	0.23257
SPT35523	SPT35576	0.23615
SPT35523	SPT35766	0.24169
SPT35523	SPT35347	0.23524
SPT35523	SPT35412	0.22781
SPT35523	SPT35414	0.24212
SPT35523	SPT35348	0.23547
SPT35523	SPT35417	0.23866
SPT35523	SPT35571	0.2401
SPT35523	SPT35349	0.23229
SPT35523	SPT35351	0.24446
SPT35523	SPT35418	0.23931
SPT35523	SPT35419	0.241
SPT35523	SPT35566	0.24873
SPT35523	SPT35567	0.22351
SPT35523	SPT35420	0.23002
SPT35523	SPT35423	0.22901
SPT35523	SPT35564	0.23318
SPT35523	SPT35352	0.2389
SPT35523	SPT35424	0.23827
SPT35523	SPT35357	0.22472
SPT35523	SPT35437	0.33014
SPT35523	SPT35563	0.2237
SPT35523	SPT35308	0.24367
SPT35523	SPT35425	0.23266
SPT35523	SPT35440	0.24155
SPT35523	SPT35354	0.23691
SPT35523	SPT35309	0.24017
SPT35523	SPT35310	0.24189
SPT35523	SPT35355	0.22948
SPT35523	SPT35332	0.22994
SPT35523	SPT35333	0.23742
SPT35523	SPT35561	0.2715
SPT35523	SPT35363	0.23584
SPT35523	SPT35427	0.23231
SPT35523	SPT35752	0.24509
SPT35523	SPT35430	0.23225
SPT35523	SPT35431	0.23575
SPT35523	SPT35313	0.2292
SPT35523	SPT35780	0.23525
SPT35523	SPT35315	0.23508
SPT35523	SPT35316	0.24144
SPT35523	SPT35317	0.23924
SPT35523	SPT35334	0.23827
SPT35523	SPT35543	0.24461
SPT35338	SPT35339	0.23441
SPT35338	SPT35372	0.22325
SPT35338	SPT35373	0.24287
SPT35338	SPT35587	0.23705
SPT35338	SPT35303	0.22223
SPT35338	SPT35356	0.26274
SPT35338	SPT35448	0.22664
SPT35338	SPT35364	0.23389
SPT35338	SPT35366	0.24269
SPT35338	SPT35524	0.2348
SPT35338	SPT35321	0.22269
SPT35338	SPT35374	0.24581
SPT35338	SPT35318	0.24331
SPT35338	SPT35453	0.22846
SPT35338	SPT35509	0.23271
SPT35338	SPT35450	0.2283
SPT35338	SPT35525	0.23045
SPT35338	SPT35510	0.20736
SPT35338	SPT35340	0.22874
SPT35338	SPT35583	0.21787
SPT35338	SPT35584	0.22683
SPT35338	SPT35585	0.23942
SPT35338	SPT35458	0.23517
SPT35338	SPT35500	0.23654
SPT35338	SPT35322	0.25661
SPT35338	SPT35377	0.22936
SPT35338	SPT35511	0.23413
SPT35338	SPT35323	0.23157
SPT35338	SPT35461	0.216
SPT35338	SPT35462	0.23774
SPT35338	SPT35463	0.23649
SPT35338	SPT35341	0.23399
SPT35338	SPT35368	0.23396
SPT35338	SPT35378	0.24018
SPT35338	SPT35552	0.23235
SPT35338	SPT35551	0.24474
SPT35338	SPT35459	0.22749
SPT35338	SPT35474	0.24471
SPT35338	SPT35514	0.22207
SPT35338	SPT35519	0.21842
SPT35338	SPT35526	0.23553
SPT35338	SPT35501	0.21941
SPT35338	SPT35681	0.21839
SPT35338	SPT35467	0.23471
SPT35338	SPT35469	0.24256
SPT35338	SPT35470	0.24625
SPT35338	SPT35468	0.22796
SPT35338	SPT35471	0.23474
SPT35338	SPT35379	0.23307
SPT35338	SPT35472	0.23326
SPT35338	SPT35529	0.23297
SPT35338	SPT35517	0.2207
SPT35338	SPT35516	0.22389
SPT35338	SPT35360	0.2401
SPT35338	SPT35515	0.23655
SPT35338	SPT35518	0.22943
SPT35338	SPT35475	0.23491
SPT35338	SPT35520	0.22787
SPT35338	SPT35324	0.23568
SPT35338	SPT35476	0.22395
SPT35338	SPT35485	0.2297
SPT35338	SPT35389	0.22965
SPT35338	SPT35487	0.22711
SPT35338	SPT35369	0.25896
SPT35338	SPT35370	0.33077
SPT35338	SPT35382	0.24979
SPT35338	SPT35521	0.22593
SPT35338	SPT35553	0.2337
SPT35338	SPT35532	0.21904
SPT35338	SPT35384	0.2316
SPT35338	SPT35522	0.24211
SPT35338	SPT35361	0.24773
SPT35338	SPT35342	0.25799
SPT35338	SPT35556	0.23229
SPT35338	SPT35557	0.233
SPT35338	SPT35328	0.22823
SPT35338	SPT35592	0.22304
SPT35338	SPT35435	0.2326
SPT35338	SPT35304	0.23185
SPT35338	SPT35390	0.24252
SPT35338	SPT35436	0.22456
SPT35338	SPT35580	0.2268
SPT35338	SPT35538	0.22953
SPT35338	SPT35537	0.22968
SPT35338	SPT35320	0.22058
SPT35338	SPT35541	0.21625
SPT35338	SPT35673	0.22444
SPT35338	SPT35502	0.23326
SPT35338	SPT35330	0.22745
SPT35338	SPT35546	0.22996
SPT35338	SPT35547	0.23031
SPT35338	SPT35544	0.22548
SPT35338	SPT35362	0.23293
SPT35338	SPT35499	0.22787
SPT35338	SPT35336	0.23187
SPT35338	SPT35577	0.22413
SPT35338	SPT35325	0.22777
SPT35338	SPT35331	0.23776
SPT35338	SPT35337	0.23338
