p1	p2	malecotf
SPT35318	SPT35322	0
SPT35318	SPT35377	0
SPT35318	SPT35511	0
SPT35318	SPT35323	0
SPT35318	SPT35461	0
SPT35318	SPT35462	0
SPT35318	SPT35463	0
SPT35318	SPT35341	0
SPT35318	SPT35368	0
SPT35318	SPT35378	0
SPT35318	SPT35552	0
SPT35318	SPT35551	0
SPT35318	SPT35459	0
SPT35318	SPT35474	0
SPT35318	SPT35514	0
SPT35318	SPT35519	0
SPT35318	SPT35526	0
SPT35318	SPT35501	0
SPT35318	SPT35681	0
SPT35318	SPT35467	0
SPT35318	SPT35469	0
SPT35318	SPT35470	0
SPT35318	SPT35468	0
SPT35318	SPT35471	0
SPT35318	SPT35379	0
SPT35318	SPT35472	0
SPT35318	SPT35529	0
SPT35318	SPT35517	0
SPT35318	SPT35516	0
SPT35318	SPT35360	0
SPT35318	SPT35515	0
SPT35318	SPT35518	0
SPT35318	SPT35475	0
SPT35318	SPT35520	0
SPT35318	SPT35324	0
SPT35318	SPT35476	0
SPT35318	SPT35485	0
SPT35318	SPT35389	0
SPT35318	SPT35487	0
SPT35318	SPT35369	0
SPT35318	SPT35370	0.23
SPT35318	SPT35382	0.61
SPT35318	SPT35521	0
SPT35318	SPT35553	0
SPT35318	SPT35532	0
SPT35318	SPT35384	0
SPT35318	SPT35522	0
SPT35318	SPT35361	0.07
SPT35318	SPT35342	0
SPT35318	SPT35556	0
SPT35318	SPT35557	0
SPT35318	SPT35328	0
SPT35318	SPT35592	0
SPT35318	SPT35435	0
SPT35318	SPT35304	0
SPT35318	SPT35390	0
SPT35318	SPT35436	0
SPT35318	SPT35580	0
SPT35318	SPT35538	0
SPT35318	SPT35537	0
SPT35318	SPT35320	0
SPT35318	SPT35541	0
SPT35318	SPT35673	0
SPT35318	SPT35502	0
SPT35318	SPT35330	0
SPT35318	SPT35546	0
SPT35318	SPT35547	0
SPT35318	SPT35544	0
SPT35318	SPT35362	0
SPT35318	SPT35499	0
SPT35318	SPT35336	0
SPT35318	SPT35577	0
SPT35318	SPT35325	0
SPT35318	SPT35331	0
SPT35318	SPT35337	0.02
SPT35318	SPT35306	0
SPT35318	SPT35407	0
SPT35318	SPT35346	0.03
SPT35318	SPT35405	0
SPT35318	SPT35410	0
SPT35318	SPT35575	0
SPT35318	SPT35576	0
SPT35318	SPT35766	0
SPT35318	SPT35347	0
SPT35318	SPT35412	0
SPT35318	SPT35414	0
SPT35318	SPT35348	0
SPT35318	SPT35417	0
SPT35318	SPT35571	0
SPT35318	SPT35349	0
SPT35318	SPT35351	0
SPT35318	SPT35418	0
SPT35318	SPT35419	0
SPT35318	SPT35566	0
SPT35318	SPT35567	0
SPT35318	SPT35420	0
SPT35318	SPT35423	0
SPT35318	SPT35564	0
SPT35318	SPT35352	0
SPT35318	SPT35424	0
SPT35318	SPT35357	0
SPT35318	SPT35437	0
SPT35318	SPT35563	0
SPT35318	SPT35308	0
SPT35318	SPT35425	0
SPT35318	SPT35440	0
SPT35318	SPT35354	0.67
SPT35318	SPT35309	0
SPT35318	SPT35310	0
SPT35318	SPT35355	0
SPT35318	SPT35332	0
SPT35318	SPT35333	0
SPT35318	SPT35561	0
SPT35318	SPT35363	0
SPT35318	SPT35427	0
SPT35318	SPT35752	0
SPT35318	SPT35430	0
SPT35318	SPT35431	0
SPT35318	SPT35313	0
SPT35318	SPT35780	0
SPT35318	SPT35315	0
SPT35318	SPT35316	0.34
SPT35318	SPT35317	0
SPT35318	SPT35334	0.02
SPT35318	SPT35543	0
SPT35453	SPT35509	0
SPT35453	SPT35450	0
SPT35453	SPT35525	0
SPT35453	SPT35510	0
SPT35453	SPT35340	0
SPT35453	SPT35583	0
SPT35453	SPT35584	0
SPT35453	SPT35585	0
SPT35453	SPT35458	0
SPT35453	SPT35500	0
SPT35453	SPT35322	0
SPT35453	SPT35377	0
SPT35453	SPT35511	0
SPT35453	SPT35323	0
SPT35453	SPT35461	0
SPT35453	SPT35462	0
SPT35453	SPT35463	0.02
SPT35453	SPT35341	0
SPT35453	SPT35368	0
SPT35453	SPT35378	0
SPT35453	SPT35552	0.02
SPT35453	SPT35551	0
SPT35453	SPT35459	0
SPT35453	SPT35474	0
SPT35453	SPT35514	0
SPT35453	SPT35519	0
SPT35453	SPT35526	0
SPT35453	SPT35501	0
SPT35453	SPT35681	0
SPT35453	SPT35467	0
SPT35453	SPT35469	0
SPT35453	SPT35470	0
SPT35453	SPT35468	0
SPT35453	SPT35471	0
SPT35453	SPT35379	0
SPT35453	SPT35472	0.02
SPT35453	SPT35529	0
SPT35453	SPT35517	0
SPT35453	SPT35516	0
SPT35453	SPT35360	0
SPT35453	SPT35515	0
SPT35453	SPT35518	0
SPT35453	SPT35475	0
SPT35453	SPT35520	0
SPT35453	SPT35324	0
SPT35453	SPT35476	0
SPT35453	SPT35485	0
SPT35453	SPT35389	0
SPT35453	SPT35487	0
SPT35453	SPT35369	0
SPT35453	SPT35370	0
SPT35453	SPT35382	0
SPT35453	SPT35521	0
SPT35453	SPT35553	0
SPT35453	SPT35532	0
SPT35453	SPT35384	0
SPT35453	SPT35522	0
SPT35453	SPT35361	0
SPT35453	SPT35342	0
SPT35453	SPT35556	0
SPT35453	SPT35557	0
SPT35453	SPT35328	0
SPT35453	SPT35592	0
SPT35453	SPT35435	0
SPT35453	SPT35304	0
SPT35453	SPT35390	0
SPT35453	SPT35436	0.03
SPT35453	SPT35580	0.02
SPT35453	SPT35538	0
SPT35453	SPT35537	0
SPT35453	SPT35320	0
SPT35453	SPT35541	0
SPT35453	SPT35673	0
SPT35453	SPT35502	0
SPT35453	SPT35330	0
SPT35453	SPT35546	0
SPT35453	SPT35547	0
SPT35453	SPT35544	0
SPT35453	SPT35362	0
SPT35453	SPT35499	0
SPT35453	SPT35336	0
SPT35453	SPT35577	0
SPT35453	SPT35325	0
SPT35453	SPT35331	0
SPT35453	SPT35337	0
SPT35453	SPT35306	0
SPT35453	SPT35407	0
SPT35453	SPT35346	0
SPT35453	SPT35405	0
SPT35453	SPT35410	0
SPT35453	SPT35575	0
SPT35453	SPT35576	0
SPT35453	SPT35766	0
SPT35453	SPT35347	0
SPT35453	SPT35412	0
SPT35453	SPT35414	0
SPT35453	SPT35348	0.03
SPT35453	SPT35417	0
SPT35453	SPT35571	0
SPT35453	SPT35349	0
SPT35453	SPT35351	0
SPT35453	SPT35418	0
SPT35453	SPT35419	0
SPT35453	SPT35566	0
SPT35453	SPT35567	0
SPT35453	SPT35420	0.06
SPT35453	SPT35423	0
SPT35453	SPT35564	0.02
SPT35453	SPT35352	0
SPT35453	SPT35424	0
SPT35453	SPT35357	0
SPT35453	SPT35437	0
SPT35453	SPT35563	0
SPT35453	SPT35308	0
SPT35453	SPT35425	0
SPT35453	SPT35440	0.02
SPT35453	SPT35354	0
SPT35453	SPT35309	0
SPT35453	SPT35310	0
SPT35453	SPT35355	0
SPT35453	SPT35332	0
SPT35453	SPT35333	0
SPT35453	SPT35561	0
SPT35453	SPT35363	0
SPT35453	SPT35427	0
SPT35453	SPT35752	0.02
SPT35453	SPT35430	0.02
SPT35453	SPT35431	0
SPT35453	SPT35313	0
SPT35453	SPT35780	0
SPT35453	SPT35315	0
SPT35453	SPT35316	0
SPT35453	SPT35317	0
SPT35453	SPT35334	0
SPT35453	SPT35543	0
SPT35509	SPT35450	0
SPT35509	SPT35525	0
SPT35509	SPT35510	0
SPT35509	SPT35340	0
SPT35509	SPT35583	0
SPT35509	SPT35584	0
SPT35509	SPT35585	0
SPT35509	SPT35458	0
SPT35509	SPT35500	0
SPT35509	SPT35322	0
SPT35509	SPT35377	0
SPT35509	SPT35511	0
SPT35509	SPT35323	0
SPT35509	SPT35461	0
SPT35509	SPT35462	0
SPT35509	SPT35463	0
SPT35509	SPT35341	0
SPT35509	SPT35368	0
SPT35509	SPT35378	0
SPT35509	SPT35552	0
SPT35509	SPT35551	0
SPT35509	SPT35459	0
SPT35509	SPT35474	0
SPT35509	SPT35514	0
SPT35509	SPT35519	0.02
SPT35509	SPT35526	0
SPT35509	SPT35501	0
SPT35509	SPT35681	0
SPT35509	SPT35467	0
SPT35509	SPT35469	0
SPT35509	SPT35470	0
SPT35509	SPT35468	0
SPT35509	SPT35471	0
SPT35509	SPT35379	0
SPT35509	SPT35472	0
SPT35509	SPT35529	0
SPT35509	SPT35517	0
SPT35509	SPT35516	0
SPT35509	SPT35360	0
SPT35509	SPT35515	0
SPT35509	SPT35518	0
SPT35509	SPT35475	0
SPT35509	SPT35520	0
SPT35509	SPT35324	0
SPT35509	SPT35476	0
SPT35509	SPT35485	0
SPT35509	SPT35389	0
SPT35509	SPT35487	0
SPT35509	SPT35369	0
SPT35509	SPT35370	0
SPT35509	SPT35382	0
SPT35509	SPT35521	0
SPT35509	SPT35553	0
SPT35509	SPT35532	0
SPT35509	SPT35384	0
SPT35509	SPT35522	0
SPT35509	SPT35361	0
SPT35509	SPT35342	0
SPT35509	SPT35556	0
SPT35509	SPT35557	0
SPT35509	SPT35328	0
SPT35509	SPT35592	0
SPT35509	SPT35435	0
SPT35509	SPT35304	0
SPT35509	SPT35390	0
SPT35509	SPT35436	0
SPT35509	SPT35580	0
SPT35509	SPT35538	0
SPT35509	SPT35537	0
SPT35509	SPT35320	0
SPT35509	SPT35541	0
SPT35509	SPT35673	0
SPT35509	SPT35502	0
SPT35509	SPT35330	0
SPT35509	SPT35546	0
SPT35509	SPT35547	0
SPT35509	SPT35544	0
SPT35509	SPT35362	0
SPT35509	SPT35499	0
SPT35509	SPT35336	0
SPT35509	SPT35577	0
SPT35509	SPT35325	0
SPT35509	SPT35331	0
SPT35509	SPT35337	0
SPT35509	SPT35306	0
SPT35509	SPT35407	0
SPT35509	SPT35346	0
SPT35509	SPT35405	0
SPT35509	SPT35410	0
SPT35509	SPT35575	0
SPT35509	SPT35576	0
SPT35509	SPT35766	0
SPT35509	SPT35347	0
SPT35509	SPT35412	0
SPT35509	SPT35414	0
SPT35509	SPT35348	0
SPT35509	SPT35417	0
SPT35509	SPT35571	0
SPT35509	SPT35349	0
SPT35509	SPT35351	0
SPT35509	SPT35418	0
SPT35509	SPT35419	0
SPT35509	SPT35566	0
SPT35509	SPT35567	0
SPT35509	SPT35420	0
SPT35509	SPT35423	0
SPT35509	SPT35564	0
SPT35509	SPT35352	0
SPT35509	SPT35424	0
SPT35509	SPT35357	0
SPT35509	SPT35437	0.2
SPT35509	SPT35563	0
SPT35509	SPT35308	0
SPT35509	SPT35425	0
SPT35509	SPT35440	0
SPT35509	SPT35354	0
SPT35509	SPT35309	0
SPT35509	SPT35310	0
SPT35509	SPT35355	0
SPT35509	SPT35332	0
SPT35509	SPT35333	0
SPT35509	SPT35561	0
SPT35509	SPT35363	0
SPT35509	SPT35427	0
SPT35509	SPT35752	0
SPT35509	SPT35430	0
SPT35509	SPT35431	0
SPT35509	SPT35313	0
SPT35509	SPT35780	0
SPT35509	SPT35315	0
SPT35509	SPT35316	0
SPT35509	SPT35317	0
SPT35509	SPT35334	0
SPT35509	SPT35543	0
SPT35450	SPT35525	0
SPT35450	SPT35510	0
SPT35450	SPT35340	0
SPT35450	SPT35583	0
SPT35450	SPT35584	0
SPT35450	SPT35585	0
SPT35450	SPT35458	0
SPT35450	SPT35500	0
SPT35450	SPT35322	0
SPT35450	SPT35377	0
SPT35450	SPT35511	0
SPT35450	SPT35323	0
SPT35450	SPT35461	0
SPT35450	SPT35462	0
SPT35450	SPT35463	0
SPT35450	SPT35341	0
SPT35450	SPT35368	0
SPT35450	SPT35378	0
SPT35450	SPT35552	0
SPT35450	SPT35551	0
SPT35450	SPT35459	0
SPT35450	SPT35474	0
SPT35450	SPT35514	0
SPT35450	SPT35519	0
SPT35450	SPT35526	0
SPT35450	SPT35501	0
SPT35450	SPT35681	0
SPT35450	SPT35467	0
SPT35450	SPT35469	0
SPT35450	SPT35470	0
SPT35450	SPT35468	0
SPT35450	SPT35471	0
SPT35450	SPT35379	0
SPT35450	SPT35472	0
SPT35450	SPT35529	0
SPT35450	SPT35517	0
SPT35450	SPT35516	0
SPT35450	SPT35360	0
SPT35450	SPT35515	0
SPT35450	SPT35518	0
SPT35450	SPT35475	0
SPT35450	SPT35520	0
SPT35450	SPT35324	0.02
SPT35450	SPT35476	0
SPT35450	SPT35485	0
SPT35450	SPT35389	0
SPT35450	SPT35487	0
SPT35450	SPT35369	0
SPT35450	SPT35370	0
SPT35450	SPT35382	0
SPT35450	SPT35521	0
SPT35450	SPT35553	0
SPT35450	SPT35532	0
SPT35450	SPT35384	0
SPT35450	SPT35522	0
SPT35450	SPT35361	0
SPT35450	SPT35342	0
SPT35450	SPT35556	0
SPT35450	SPT35557	0
SPT35450	SPT35328	0
SPT35450	SPT35592	0
SPT35450	SPT35435	0
SPT35450	SPT35304	0.9
SPT35450	SPT35390	0
SPT35450	SPT35436	0
SPT35450	SPT35580	0
SPT35450	SPT35538	0
SPT35450	SPT35537	0
SPT35450	SPT35320	0
SPT35450	SPT35541	0
SPT35450	SPT35673	0
SPT35450	SPT35502	0
SPT35450	SPT35330	0
SPT35450	SPT35546	0
SPT35450	SPT35547	0
SPT35450	SPT35544	0
SPT35450	SPT35362	0
SPT35450	SPT35499	0
SPT35450	SPT35336	0
SPT35450	SPT35577	0
SPT35450	SPT35325	0
SPT35450	SPT35331	0
SPT35450	SPT35337	0
SPT35450	SPT35306	0
SPT35450	SPT35407	0
SPT35450	SPT35346	0
SPT35450	SPT35405	0
SPT35450	SPT35410	0
SPT35450	SPT35575	0
SPT35450	SPT35576	0
SPT35450	SPT35766	0
SPT35450	SPT35347	0
SPT35450	SPT35412	0
SPT35450	SPT35414	0
SPT35450	SPT35348	0
SPT35450	SPT35417	0
SPT35450	SPT35571	0
SPT35450	SPT35349	0
SPT35450	SPT35351	0.04
SPT35450	SPT35418	0
SPT35450	SPT35419	0
SPT35450	SPT35566	0
SPT35450	SPT35567	0
SPT35450	SPT35420	0
SPT35450	SPT35423	0
SPT35450	SPT35564	0
SPT35450	SPT35352	0
SPT35450	SPT35424	0
SPT35450	SPT35357	0
SPT35450	SPT35437	0
SPT35450	SPT35563	0
SPT35450	SPT35308	0.89
SPT35450	SPT35425	0
SPT35450	SPT35440	0
SPT35450	SPT35354	0
SPT35450	SPT35309	0.02
SPT35450	SPT35310	0.03
SPT35450	SPT35355	0
SPT35450	SPT35332	0
SPT35450	SPT35333	0
SPT35450	SPT35561	0
SPT35450	SPT35363	0
SPT35450	SPT35427	0
SPT35450	SPT35752	0
SPT35450	SPT35430	0
SPT35450	SPT35431	0
SPT35450	SPT35313	0
SPT35450	SPT35780	0
SPT35450	SPT35315	0
SPT35450	SPT35316	0
SPT35450	SPT35317	0
SPT35450	SPT35334	0
SPT35450	SPT35543	0
SPT35525	SPT35510	0
SPT35525	SPT35340	0
SPT35525	SPT35583	0
SPT35525	SPT35584	0
SPT35525	SPT35585	0
SPT35525	SPT35458	0
SPT35525	SPT35500	0
SPT35525	SPT35322	0
SPT35525	SPT35377	0
SPT35525	SPT35511	0.97
SPT35525	SPT35323	0
SPT35525	SPT35461	0
SPT35525	SPT35462	0
SPT35525	SPT35463	0
SPT35525	SPT35341	0
SPT35525	SPT35368	0
SPT35525	SPT35378	0
SPT35525	SPT35552	0
SPT35525	SPT35551	0
SPT35525	SPT35459	0
SPT35525	SPT35474	0
SPT35525	SPT35514	0
SPT35525	SPT35519	0
SPT35525	SPT35526	0.97
SPT35525	SPT35501	0
SPT35525	SPT35681	0
SPT35525	SPT35467	0.97
SPT35525	SPT35469	0
SPT35525	SPT35470	0
SPT35525	SPT35468	0
SPT35525	SPT35471	0
SPT35525	SPT35379	0
SPT35525	SPT35472	0
SPT35525	SPT35529	0.96
SPT35525	SPT35517	0
SPT35525	SPT35516	0
SPT35525	SPT35360	0
SPT35525	SPT35515	0
SPT35525	SPT35518	0
SPT35525	SPT35475	0.96
SPT35525	SPT35520	0
SPT35525	SPT35324	0
SPT35525	SPT35476	0
SPT35525	SPT35485	0
SPT35525	SPT35389	0
SPT35525	SPT35487	0
SPT35525	SPT35369	0
SPT35525	SPT35370	0
SPT35525	SPT35382	0
SPT35525	SPT35521	0
SPT35525	SPT35553	0
SPT35525	SPT35532	0
SPT35525	SPT35384	0
SPT35525	SPT35522	0
SPT35525	SPT35361	0
SPT35525	SPT35342	0
SPT35525	SPT35556	0
SPT35525	SPT35557	0
SPT35525	SPT35328	0
SPT35525	SPT35592	0
SPT35525	SPT35435	0
SPT35525	SPT35304	0
SPT35525	SPT35390	0
SPT35525	SPT35436	0
SPT35525	SPT35580	0
SPT35525	SPT35538	0
SPT35525	SPT35537	0
SPT35525	SPT35320	0
SPT35525	SPT35541	0
SPT35525	SPT35673	0
SPT35525	SPT35502	0
SPT35525	SPT35330	0
SPT35525	SPT35546	0
SPT35525	SPT35547	0
SPT35525	SPT35544	0
SPT35525	SPT35362	0
SPT35525	SPT35499	0
SPT35525	SPT35336	0
SPT35525	SPT35577	0
SPT35525	SPT35325	0
SPT35525	SPT35331	0
SPT35525	SPT35337	0
SPT35525	SPT35306	0
SPT35525	SPT35407	0
SPT35525	SPT35346	0
SPT35525	SPT35405	0
SPT35525	SPT35410	0
SPT35525	SPT35575	0
SPT35525	SPT35576	0
SPT35525	SPT35766	0
SPT35525	SPT35347	0
SPT35525	SPT35412	0
SPT35525	SPT35414	0
SPT35525	SPT35348	0
SPT35525	SPT35417	0
SPT35525	SPT35571	0
SPT35525	SPT35349	0
SPT35525	SPT35351	0
SPT35525	SPT35418	0
SPT35525	SPT35419	0
SPT35525	SPT35566	0
SPT35525	SPT35567	0
SPT35525	SPT35420	0
SPT35525	SPT35423	0
SPT35525	SPT35564	0
SPT35525	SPT35352	0
SPT35525	SPT35424	0
SPT35525	SPT35357	0
SPT35525	SPT35437	0
SPT35525	SPT35563	0
SPT35525	SPT35308	0
SPT35525	SPT35425	0
SPT35525	SPT35440	0
SPT35525	SPT35354	0
SPT35525	SPT35309	0
SPT35525	SPT35310	0
SPT35525	SPT35355	0
SPT35525	SPT35332	0
SPT35525	SPT35333	0
SPT35525	SPT35561	0
SPT35525	SPT35363	0
SPT35525	SPT35427	0
SPT35525	SPT35752	0
SPT35525	SPT35430	0
SPT35525	SPT35431	0
SPT35525	SPT35313	0
SPT35525	SPT35780	0
SPT35525	SPT35315	0
SPT35525	SPT35316	0
SPT35525	SPT35317	0
SPT35525	SPT35334	0
SPT35525	SPT35543	0
SPT35510	SPT35340	0
SPT35510	SPT35583	0
SPT35510	SPT35584	0
SPT35510	SPT35585	0
SPT35510	SPT35458	0.02
SPT35510	SPT35500	0
SPT35510	SPT35322	0
SPT35510	SPT35377	0
SPT35510	SPT35511	0
SPT35510	SPT35323	0
SPT35510	SPT35461	0
SPT35510	SPT35462	0
SPT35510	SPT35463	0
SPT35510	SPT35341	0
SPT35510	SPT35368	0
SPT35510	SPT35378	0
SPT35510	SPT35552	0
SPT35510	SPT35551	0
SPT35510	SPT35459	0
SPT35510	SPT35474	0
SPT35510	SPT35514	0
SPT35510	SPT35519	0
SPT35510	SPT35526	0
SPT35510	SPT35501	0
SPT35510	SPT35681	0
SPT35510	SPT35467	0
SPT35510	SPT35469	0
SPT35510	SPT35470	0
SPT35510	SPT35468	0
SPT35510	SPT35471	0
SPT35510	SPT35379	0
SPT35510	SPT35472	0
SPT35510	SPT35529	0
SPT35510	SPT35517	0
SPT35510	SPT35516	0
SPT35510	SPT35360	0
SPT35510	SPT35515	0
SPT35510	SPT35518	0
SPT35510	SPT35475	0
SPT35510	SPT35520	0
SPT35510	SPT35324	0
SPT35510	SPT35476	0
SPT35510	SPT35485	0
SPT35510	SPT35389	0
SPT35510	SPT35487	0
SPT35510	SPT35369	0
SPT35510	SPT35370	0
SPT35510	SPT35382	0
SPT35510	SPT35521	0
SPT35510	SPT35553	0
SPT35510	SPT35532	0
SPT35510	SPT35384	0
SPT35510	SPT35522	0
SPT35510	SPT35361	0
SPT35510	SPT35342	0
SPT35510	SPT35556	0
SPT35510	SPT35557	0
SPT35510	SPT35328	0
SPT35510	SPT35592	0.05
SPT35510	SPT35435	0
SPT35510	SPT35304	0
SPT35510	SPT35390	0
SPT35510	SPT35436	0
SPT35510	SPT35580	0
SPT35510	SPT35538	0
SPT35510	SPT35537	0
SPT35510	SPT35320	0
SPT35510	SPT35541	0
SPT35510	SPT35673	0.08
SPT35510	SPT35502	0.03
SPT35510	SPT35330	0
SPT35510	SPT35546	0
SPT35510	SPT35547	0
SPT35510	SPT35544	0
SPT35510	SPT35362	0
SPT35510	SPT35499	0
SPT35510	SPT35336	0
SPT35510	SPT35577	0
SPT35510	SPT35325	0
SPT35510	SPT35331	0
SPT35510	SPT35337	0
SPT35510	SPT35306	0
SPT35510	SPT35407	0
SPT35510	SPT35346	0
SPT35510	SPT35405	0
SPT35510	SPT35410	0.02
SPT35510	SPT35575	0
SPT35510	SPT35576	0
SPT35510	SPT35766	0
SPT35510	SPT35347	0
SPT35510	SPT35412	0
SPT35510	SPT35414	0
SPT35510	SPT35348	0
SPT35510	SPT35417	0
SPT35510	SPT35571	0
SPT35510	SPT35349	0
SPT35510	SPT35351	0
SPT35510	SPT35418	0
SPT35510	SPT35419	0
SPT35510	SPT35566	0
SPT35510	SPT35567	0
SPT35510	SPT35420	0
SPT35510	SPT35423	0
SPT35510	SPT35564	0
SPT35510	SPT35352	0
SPT35510	SPT35424	0
SPT35510	SPT35357	0
SPT35510	SPT35437	0
SPT35510	SPT35563	0
SPT35510	SPT35308	0
SPT35510	SPT35425	0
SPT35510	SPT35440	0
SPT35510	SPT35354	0
SPT35510	SPT35309	0
SPT35510	SPT35310	0
SPT35510	SPT35355	0
SPT35510	SPT35332	0
SPT35510	SPT35333	0
SPT35510	SPT35561	0.04
SPT35510	SPT35363	0
SPT35510	SPT35427	0
SPT35510	SPT35752	0
SPT35510	SPT35430	0
SPT35510	SPT35431	0
SPT35510	SPT35313	0
SPT35510	SPT35780	0.02
SPT35510	SPT35315	0
SPT35510	SPT35316	0
SPT35510	SPT35317	0
SPT35510	SPT35334	0
SPT35510	SPT35543	0
SPT35340	SPT35583	0
SPT35340	SPT35584	0
SPT35340	SPT35585	0
SPT35340	SPT35458	0
SPT35340	SPT35500	0
SPT35340	SPT35322	0
SPT35340	SPT35377	0.99
SPT35340	SPT35511	0
SPT35340	SPT35323	0
SPT35340	SPT35461	0
SPT35340	SPT35462	0
SPT35340	SPT35463	0
SPT35340	SPT35341	0
SPT35340	SPT35368	0
SPT35340	SPT35378	0
SPT35340	SPT35552	0
SPT35340	SPT35551	0
SPT35340	SPT35459	0
SPT35340	SPT35474	0
SPT35340	SPT35514	0
SPT35340	SPT35519	0
SPT35340	SPT35526	0
SPT35340	SPT35501	0
SPT35340	SPT35681	0
SPT35340	SPT35467	0
SPT35340	SPT35469	0
SPT35340	SPT35470	0
SPT35340	SPT35468	0
SPT35340	SPT35471	0
SPT35340	SPT35379	0
SPT35340	SPT35472	0
SPT35340	SPT35529	0
SPT35340	SPT35517	0
SPT35340	SPT35516	0
SPT35340	SPT35360	0
SPT35340	SPT35515	0
SPT35340	SPT35518	0
SPT35340	SPT35475	0
SPT35340	SPT35520	0
SPT35340	SPT35324	0.08
SPT35340	SPT35476	0
SPT35340	SPT35485	0
SPT35340	SPT35389	0.99
SPT35340	SPT35487	0
SPT35340	SPT35369	0
SPT35340	SPT35370	0
SPT35340	SPT35382	0
SPT35340	SPT35521	0
SPT35340	SPT35553	0
SPT35340	SPT35532	0
SPT35340	SPT35384	0
SPT35340	SPT35522	0
SPT35340	SPT35361	0
SPT35340	SPT35342	0
SPT35340	SPT35556	0
SPT35340	SPT35557	0
SPT35340	SPT35328	0
SPT35340	SPT35592	0
SPT35340	SPT35435	0
SPT35340	SPT35304	0
SPT35340	SPT35390	0
SPT35340	SPT35436	0
SPT35340	SPT35580	0
SPT35340	SPT35538	0
SPT35340	SPT35537	0
SPT35340	SPT35320	0
SPT35340	SPT35541	0
SPT35340	SPT35673	0
SPT35340	SPT35502	0
SPT35340	SPT35330	0
SPT35340	SPT35546	0
SPT35340	SPT35547	0
SPT35340	SPT35544	0
SPT35340	SPT35362	0
SPT35340	SPT35499	0
SPT35340	SPT35336	0
SPT35340	SPT35577	0
SPT35340	SPT35325	0
SPT35340	SPT35331	0
SPT35340	SPT35337	0
SPT35340	SPT35306	0
SPT35340	SPT35407	0
SPT35340	SPT35346	0
SPT35340	SPT35405	0
SPT35340	SPT35410	0
SPT35340	SPT35575	0
SPT35340	SPT35576	0
SPT35340	SPT35766	0
SPT35340	SPT35347	0
SPT35340	SPT35412	0
SPT35340	SPT35414	0
SPT35340	SPT35348	0
SPT35340	SPT35417	0
SPT35340	SPT35571	0
SPT35340	SPT35349	0
SPT35340	SPT35351	0
SPT35340	SPT35418	0
SPT35340	SPT35419	0
SPT35340	SPT35566	0
SPT35340	SPT35567	0
SPT35340	SPT35420	0
SPT35340	SPT35423	0
SPT35340	SPT35564	0
SPT35340	SPT35352	0
SPT35340	SPT35424	0
SPT35340	SPT35357	0
SPT35340	SPT35437	0
SPT35340	SPT35563	0
SPT35340	SPT35308	0
SPT35340	SPT35425	0
SPT35340	SPT35440	0
SPT35340	SPT35354	0
SPT35340	SPT35309	0.02
SPT35340	SPT35310	0.02
SPT35340	SPT35355	0
SPT35340	SPT35332	0
SPT35340	SPT35333	0
SPT35340	SPT35561	0
SPT35340	SPT35363	0
SPT35340	SPT35427	0
SPT35340	SPT35752	0
SPT35340	SPT35430	0
SPT35340	SPT35431	0
SPT35340	SPT35313	0
SPT35340	SPT35780	0
SPT35340	SPT35315	0
SPT35340	SPT35316	0
SPT35340	SPT35317	0
SPT35340	SPT35334	0
SPT35340	SPT35543	0
SPT35583	SPT35584	0
SPT35583	SPT35585	0
SPT35583	SPT35458	0.02
SPT35583	SPT35500	0
SPT35583	SPT35322	0
SPT35583	SPT35377	0
SPT35583	SPT35511	0
SPT35583	SPT35323	0
SPT35583	SPT35461	0
SPT35583	SPT35462	0
SPT35583	SPT35463	0.02
SPT35583	SPT35341	0
SPT35583	SPT35368	0
SPT35583	SPT35378	0
SPT35583	SPT35552	0
SPT35583	SPT35551	0
SPT35583	SPT35459	0
SPT35583	SPT35474	0
SPT35583	SPT35514	0
SPT35583	SPT35519	0
SPT35583	SPT35526	0
SPT35583	SPT35501	0
SPT35583	SPT35681	0
SPT35583	SPT35467	0
SPT35583	SPT35469	0
SPT35583	SPT35470	0
SPT35583	SPT35468	0
SPT35583	SPT35471	0
SPT35583	SPT35379	0
SPT35583	SPT35472	0
SPT35583	SPT35529	0
SPT35583	SPT35517	0
SPT35583	SPT35516	0
SPT35583	SPT35360	0
SPT35583	SPT35515	0
SPT35583	SPT35518	0
SPT35583	SPT35475	0
SPT35583	SPT35520	0.02
SPT35583	SPT35324	0
SPT35583	SPT35476	0
SPT35583	SPT35485	0
SPT35583	SPT35389	0
SPT35583	SPT35487	0
SPT35583	SPT35369	0
SPT35583	SPT35370	0
SPT35583	SPT35382	0.02
SPT35583	SPT35521	0
SPT35583	SPT35553	0
SPT35583	SPT35532	0
SPT35583	SPT35384	0
SPT35583	SPT35522	0
SPT35583	SPT35361	0
SPT35583	SPT35342	0
SPT35583	SPT35556	0
SPT35583	SPT35557	0
SPT35583	SPT35328	0
SPT35583	SPT35592	0
SPT35583	SPT35435	0
SPT35583	SPT35304	0
SPT35583	SPT35390	0
SPT35583	SPT35436	0
SPT35583	SPT35580	0.02
SPT35583	SPT35538	0
SPT35583	SPT35537	0
SPT35583	SPT35320	0
SPT35583	SPT35541	0
SPT35583	SPT35673	0
SPT35583	SPT35502	0
SPT35583	SPT35330	0
SPT35583	SPT35546	0
SPT35583	SPT35547	0
SPT35583	SPT35544	0
