p1	p2	malecotf
SPT35551	SPT35362	0
SPT35551	SPT35499	0
SPT35551	SPT35336	0
SPT35551	SPT35577	0.07
SPT35551	SPT35325	0
SPT35551	SPT35331	0
SPT35551	SPT35337	0
SPT35551	SPT35306	0
SPT35551	SPT35407	0
SPT35551	SPT35346	0
SPT35551	SPT35405	0
SPT35551	SPT35410	0
SPT35551	SPT35575	0
SPT35551	SPT35576	0
SPT35551	SPT35766	0
SPT35551	SPT35347	0
SPT35551	SPT35412	0
SPT35551	SPT35414	0
SPT35551	SPT35348	0
SPT35551	SPT35417	0
SPT35551	SPT35571	0.94
SPT35551	SPT35349	0
SPT35551	SPT35351	0
SPT35551	SPT35418	0
SPT35551	SPT35419	0
SPT35551	SPT35566	0
SPT35551	SPT35567	0
SPT35551	SPT35420	0
SPT35551	SPT35423	0
SPT35551	SPT35564	0
SPT35551	SPT35352	0
SPT35551	SPT35424	0
SPT35551	SPT35357	0
SPT35551	SPT35437	0
SPT35551	SPT35563	0
SPT35551	SPT35308	0
SPT35551	SPT35425	0
SPT35551	SPT35440	0
SPT35551	SPT35354	0
SPT35551	SPT35309	0
SPT35551	SPT35310	0
SPT35551	SPT35355	0
SPT35551	SPT35332	0
SPT35551	SPT35333	0
SPT35551	SPT35561	0
SPT35551	SPT35363	0
SPT35551	SPT35427	0
SPT35551	SPT35752	0
SPT35551	SPT35430	0
SPT35551	SPT35431	0
SPT35551	SPT35313	0
SPT35551	SPT35780	0
SPT35551	SPT35315	0
SPT35551	SPT35316	0
SPT35551	SPT35317	0
SPT35551	SPT35334	0
SPT35551	SPT35543	0
SPT35459	SPT35474	0
SPT35459	SPT35514	0
SPT35459	SPT35519	0
SPT35459	SPT35526	0
SPT35459	SPT35501	0
SPT35459	SPT35681	0
SPT35459	SPT35467	0
SPT35459	SPT35469	0
SPT35459	SPT35470	0
SPT35459	SPT35468	0
SPT35459	SPT35471	0
SPT35459	SPT35379	0
SPT35459	SPT35472	0
SPT35459	SPT35529	0
SPT35459	SPT35517	0
SPT35459	SPT35516	0
SPT35459	SPT35360	0
SPT35459	SPT35515	0
SPT35459	SPT35518	0.02
SPT35459	SPT35475	0
SPT35459	SPT35520	0
SPT35459	SPT35324	0
SPT35459	SPT35476	0
SPT35459	SPT35485	0.02
SPT35459	SPT35389	0
SPT35459	SPT35487	0
SPT35459	SPT35369	0
SPT35459	SPT35370	0
SPT35459	SPT35382	0
SPT35459	SPT35521	0.02
SPT35459	SPT35553	0
SPT35459	SPT35532	0
SPT35459	SPT35384	0
SPT35459	SPT35522	0
SPT35459	SPT35361	0
SPT35459	SPT35342	0
SPT35459	SPT35556	0
SPT35459	SPT35557	0
SPT35459	SPT35328	0
SPT35459	SPT35592	0
SPT35459	SPT35435	0
SPT35459	SPT35304	0
SPT35459	SPT35390	0
SPT35459	SPT35436	0
SPT35459	SPT35580	0
SPT35459	SPT35538	0
SPT35459	SPT35537	0
SPT35459	SPT35320	0
SPT35459	SPT35541	0
SPT35459	SPT35673	0
SPT35459	SPT35502	0
SPT35459	SPT35330	0
SPT35459	SPT35546	0
SPT35459	SPT35547	0
SPT35459	SPT35544	0
SPT35459	SPT35362	0
SPT35459	SPT35499	0
SPT35459	SPT35336	0
SPT35459	SPT35577	0
SPT35459	SPT35325	0
SPT35459	SPT35331	0
SPT35459	SPT35337	0
SPT35459	SPT35306	0
SPT35459	SPT35407	0
SPT35459	SPT35346	0
SPT35459	SPT35405	0
SPT35459	SPT35410	0
SPT35459	SPT35575	0
SPT35459	SPT35576	0
SPT35459	SPT35766	0
SPT35459	SPT35347	0
SPT35459	SPT35412	0
SPT35459	SPT35414	0
SPT35459	SPT35348	0
SPT35459	SPT35417	0
SPT35459	SPT35571	0
SPT35459	SPT35349	0
SPT35459	SPT35351	0
SPT35459	SPT35418	0
SPT35459	SPT35419	0
SPT35459	SPT35566	0
SPT35459	SPT35567	0
SPT35459	SPT35420	0
SPT35459	SPT35423	0
SPT35459	SPT35564	0
SPT35459	SPT35352	0
SPT35459	SPT35424	0
SPT35459	SPT35357	0
SPT35459	SPT35437	0
SPT35459	SPT35563	0
SPT35459	SPT35308	0
SPT35459	SPT35425	0
SPT35459	SPT35440	0
SPT35459	SPT35354	0
SPT35459	SPT35309	0
SPT35459	SPT35310	0
SPT35459	SPT35355	0
SPT35459	SPT35332	0
SPT35459	SPT35333	0
SPT35459	SPT35561	0
SPT35459	SPT35363	0
SPT35459	SPT35427	0
SPT35459	SPT35752	0
SPT35459	SPT35430	0
SPT35459	SPT35431	0
SPT35459	SPT35313	0
SPT35459	SPT35780	0
SPT35459	SPT35315	0
SPT35459	SPT35316	0
SPT35459	SPT35317	0
SPT35459	SPT35334	0
SPT35459	SPT35543	0
SPT35474	SPT35514	0
SPT35474	SPT35519	0
SPT35474	SPT35526	0
SPT35474	SPT35501	0
SPT35474	SPT35681	0
SPT35474	SPT35467	0
SPT35474	SPT35469	0
SPT35474	SPT35470	0.87
SPT35474	SPT35468	0
SPT35474	SPT35471	0
SPT35474	SPT35379	0
SPT35474	SPT35472	0
SPT35474	SPT35529	0
SPT35474	SPT35517	0
SPT35474	SPT35516	0
SPT35474	SPT35360	0.09
SPT35474	SPT35515	0
SPT35474	SPT35518	0
SPT35474	SPT35475	0
SPT35474	SPT35520	0
SPT35474	SPT35324	0.05
SPT35474	SPT35476	0
SPT35474	SPT35485	0
SPT35474	SPT35389	0
SPT35474	SPT35487	0
SPT35474	SPT35369	0
SPT35474	SPT35370	0
SPT35474	SPT35382	0
SPT35474	SPT35521	0
SPT35474	SPT35553	0
SPT35474	SPT35532	0
SPT35474	SPT35384	0
SPT35474	SPT35522	0.08
SPT35474	SPT35361	0
SPT35474	SPT35342	0
SPT35474	SPT35556	0
SPT35474	SPT35557	0
SPT35474	SPT35328	0
SPT35474	SPT35592	0
SPT35474	SPT35435	0
SPT35474	SPT35304	0
SPT35474	SPT35390	0.04
SPT35474	SPT35436	0
SPT35474	SPT35580	0
SPT35474	SPT35538	0
SPT35474	SPT35537	0
SPT35474	SPT35320	0.03
SPT35474	SPT35541	0
SPT35474	SPT35673	0
SPT35474	SPT35502	0
SPT35474	SPT35330	0
SPT35474	SPT35546	0
SPT35474	SPT35547	0
SPT35474	SPT35544	0
SPT35474	SPT35362	0
SPT35474	SPT35499	0
SPT35474	SPT35336	0
SPT35474	SPT35577	0
SPT35474	SPT35325	0
SPT35474	SPT35331	0
SPT35474	SPT35337	0.05
SPT35474	SPT35306	0
SPT35474	SPT35407	0.43
SPT35474	SPT35346	0
SPT35474	SPT35405	0.36
SPT35474	SPT35410	0
SPT35474	SPT35575	0
SPT35474	SPT35576	0.24
SPT35474	SPT35766	0
SPT35474	SPT35347	0.09
SPT35474	SPT35412	0
SPT35474	SPT35414	0
SPT35474	SPT35348	0
SPT35474	SPT35417	0
SPT35474	SPT35571	0
SPT35474	SPT35349	0
SPT35474	SPT35351	0
SPT35474	SPT35418	0
SPT35474	SPT35419	0.23
SPT35474	SPT35566	0.11
SPT35474	SPT35567	0
SPT35474	SPT35420	0
SPT35474	SPT35423	0
SPT35474	SPT35564	0
SPT35474	SPT35352	0
SPT35474	SPT35424	0
SPT35474	SPT35357	0
SPT35474	SPT35437	0
SPT35474	SPT35563	0
SPT35474	SPT35308	0
SPT35474	SPT35425	0
SPT35474	SPT35440	0
SPT35474	SPT35354	0
SPT35474	SPT35309	0
SPT35474	SPT35310	0
SPT35474	SPT35355	0
SPT35474	SPT35332	0
SPT35474	SPT35333	0
SPT35474	SPT35561	0
SPT35474	SPT35363	0
SPT35474	SPT35427	0
SPT35474	SPT35752	0
SPT35474	SPT35430	0
SPT35474	SPT35431	0
SPT35474	SPT35313	0
SPT35474	SPT35780	0
SPT35474	SPT35315	0
SPT35474	SPT35316	0
SPT35474	SPT35317	0.02
SPT35474	SPT35334	0.04
SPT35474	SPT35543	0
SPT35514	SPT35519	0
SPT35514	SPT35526	0
SPT35514	SPT35501	0
SPT35514	SPT35681	0
SPT35514	SPT35467	0
SPT35514	SPT35469	0.41
SPT35514	SPT35470	0
SPT35514	SPT35468	0.54
SPT35514	SPT35471	0.42
SPT35514	SPT35379	0
SPT35514	SPT35472	0
SPT35514	SPT35529	0
SPT35514	SPT35517	0.48
SPT35514	SPT35516	0.38
SPT35514	SPT35360	0
SPT35514	SPT35515	0.4
SPT35514	SPT35518	0
SPT35514	SPT35475	0
SPT35514	SPT35520	0
SPT35514	SPT35324	0
SPT35514	SPT35476	0.8
SPT35514	SPT35485	0
SPT35514	SPT35389	0
SPT35514	SPT35487	0.34
SPT35514	SPT35369	0
SPT35514	SPT35370	0
SPT35514	SPT35382	0
SPT35514	SPT35521	0
SPT35514	SPT35553	0
SPT35514	SPT35532	0.43
SPT35514	SPT35384	0
SPT35514	SPT35522	0
SPT35514	SPT35361	0
SPT35514	SPT35342	0
SPT35514	SPT35556	0
SPT35514	SPT35557	0
SPT35514	SPT35328	0
SPT35514	SPT35592	0
SPT35514	SPT35435	0.42
SPT35514	SPT35304	0
SPT35514	SPT35390	0
SPT35514	SPT35436	0
SPT35514	SPT35580	0
SPT35514	SPT35538	0
SPT35514	SPT35537	0
SPT35514	SPT35320	0
SPT35514	SPT35541	0
SPT35514	SPT35673	0
SPT35514	SPT35502	0
SPT35514	SPT35330	0
SPT35514	SPT35546	0
SPT35514	SPT35547	0
SPT35514	SPT35544	0
SPT35514	SPT35362	0
SPT35514	SPT35499	0
SPT35514	SPT35336	0
SPT35514	SPT35577	0
SPT35514	SPT35325	0
SPT35514	SPT35331	0
SPT35514	SPT35337	0
SPT35514	SPT35306	0
SPT35514	SPT35407	0
SPT35514	SPT35346	0
SPT35514	SPT35405	0
SPT35514	SPT35410	0
SPT35514	SPT35575	0
SPT35514	SPT35576	0
SPT35514	SPT35766	0
SPT35514	SPT35347	0
SPT35514	SPT35412	0
SPT35514	SPT35414	0
SPT35514	SPT35348	0
SPT35514	SPT35417	0
SPT35514	SPT35571	0
SPT35514	SPT35349	0
SPT35514	SPT35351	0
SPT35514	SPT35418	0
SPT35514	SPT35419	0
SPT35514	SPT35566	0
SPT35514	SPT35567	0
SPT35514	SPT35420	0
SPT35514	SPT35423	0
SPT35514	SPT35564	0
SPT35514	SPT35352	0
SPT35514	SPT35424	0
SPT35514	SPT35357	0
SPT35514	SPT35437	0.25
SPT35514	SPT35563	0
SPT35514	SPT35308	0
SPT35514	SPT35425	0
SPT35514	SPT35440	0
SPT35514	SPT35354	0
SPT35514	SPT35309	0
SPT35514	SPT35310	0
SPT35514	SPT35355	0
SPT35514	SPT35332	0
SPT35514	SPT35333	0
SPT35514	SPT35561	0.02
SPT35514	SPT35363	0
SPT35514	SPT35427	0
SPT35514	SPT35752	0
SPT35514	SPT35430	0
SPT35514	SPT35431	0
SPT35514	SPT35313	0
SPT35514	SPT35780	0
SPT35514	SPT35315	0
SPT35514	SPT35316	0
SPT35514	SPT35317	0
SPT35514	SPT35334	0
SPT35514	SPT35543	0
SPT35519	SPT35526	0
SPT35519	SPT35501	0
SPT35519	SPT35681	0
SPT35519	SPT35467	0
SPT35519	SPT35469	0
SPT35519	SPT35470	0
SPT35519	SPT35468	0
SPT35519	SPT35471	0
SPT35519	SPT35379	0
SPT35519	SPT35472	0.02
SPT35519	SPT35529	0
SPT35519	SPT35517	0
SPT35519	SPT35516	0
SPT35519	SPT35360	0
SPT35519	SPT35515	0
SPT35519	SPT35518	0
SPT35519	SPT35475	0
SPT35519	SPT35520	0
SPT35519	SPT35324	0
SPT35519	SPT35476	0
SPT35519	SPT35485	0
SPT35519	SPT35389	0
SPT35519	SPT35487	0
SPT35519	SPT35369	0
SPT35519	SPT35370	0
SPT35519	SPT35382	0
SPT35519	SPT35521	0
SPT35519	SPT35553	0
SPT35519	SPT35532	0
SPT35519	SPT35384	0
SPT35519	SPT35522	0
SPT35519	SPT35361	0
SPT35519	SPT35342	0
SPT35519	SPT35556	0
SPT35519	SPT35557	0
SPT35519	SPT35328	0
SPT35519	SPT35592	0
SPT35519	SPT35435	0
SPT35519	SPT35304	0
SPT35519	SPT35390	0
SPT35519	SPT35436	0
SPT35519	SPT35580	0
SPT35519	SPT35538	0
SPT35519	SPT35537	0
SPT35519	SPT35320	0
SPT35519	SPT35541	0
SPT35519	SPT35673	0
SPT35519	SPT35502	0
SPT35519	SPT35330	0
SPT35519	SPT35546	0
SPT35519	SPT35547	0
SPT35519	SPT35544	0
SPT35519	SPT35362	0
SPT35519	SPT35499	0
SPT35519	SPT35336	0
SPT35519	SPT35577	0
SPT35519	SPT35325	0
SPT35519	SPT35331	0
SPT35519	SPT35337	0
SPT35519	SPT35306	0
SPT35519	SPT35407	0
SPT35519	SPT35346	0
SPT35519	SPT35405	0
SPT35519	SPT35410	0
SPT35519	SPT35575	0
SPT35519	SPT35576	0
SPT35519	SPT35766	0
SPT35519	SPT35347	0
SPT35519	SPT35412	0
SPT35519	SPT35414	0
SPT35519	SPT35348	0
SPT35519	SPT35417	0
SPT35519	SPT35571	0
SPT35519	SPT35349	0
SPT35519	SPT35351	0
SPT35519	SPT35418	0
SPT35519	SPT35419	0
SPT35519	SPT35566	0
SPT35519	SPT35567	0
SPT35519	SPT35420	0
SPT35519	SPT35423	0
SPT35519	SPT35564	0
SPT35519	SPT35352	0
SPT35519	SPT35424	0
SPT35519	SPT35357	0
SPT35519	SPT35437	0
SPT35519	SPT35563	0
SPT35519	SPT35308	0
SPT35519	SPT35425	0
SPT35519	SPT35440	0
SPT35519	SPT35354	0
SPT35519	SPT35309	0
SPT35519	SPT35310	0
SPT35519	SPT35355	0
SPT35519	SPT35332	0
SPT35519	SPT35333	0
SPT35519	SPT35561	0
SPT35519	SPT35363	0
SPT35519	SPT35427	0
SPT35519	SPT35752	0
SPT35519	SPT35430	0
SPT35519	SPT35431	0.02
SPT35519	SPT35313	0
SPT35519	SPT35780	0
SPT35519	SPT35315	0
SPT35519	SPT35316	0
SPT35519	SPT35317	0
SPT35519	SPT35334	0
SPT35519	SPT35543	0.03
SPT35526	SPT35501	0
SPT35526	SPT35681	0
SPT35526	SPT35467	0.99
SPT35526	SPT35469	0
SPT35526	SPT35470	0
SPT35526	SPT35468	0
SPT35526	SPT35471	0
SPT35526	SPT35379	0
SPT35526	SPT35472	0
SPT35526	SPT35529	0.98
SPT35526	SPT35517	0
SPT35526	SPT35516	0
SPT35526	SPT35360	0
SPT35526	SPT35515	0
SPT35526	SPT35518	0
SPT35526	SPT35475	0.99
SPT35526	SPT35520	0
SPT35526	SPT35324	0
SPT35526	SPT35476	0
SPT35526	SPT35485	0
SPT35526	SPT35389	0
SPT35526	SPT35487	0
SPT35526	SPT35369	0
SPT35526	SPT35370	0
SPT35526	SPT35382	0
SPT35526	SPT35521	0
SPT35526	SPT35553	0
SPT35526	SPT35532	0
SPT35526	SPT35384	0
SPT35526	SPT35522	0
SPT35526	SPT35361	0
SPT35526	SPT35342	0
SPT35526	SPT35556	0
SPT35526	SPT35557	0
SPT35526	SPT35328	0
SPT35526	SPT35592	0
SPT35526	SPT35435	0
SPT35526	SPT35304	0
SPT35526	SPT35390	0
SPT35526	SPT35436	0
SPT35526	SPT35580	0
SPT35526	SPT35538	0
SPT35526	SPT35537	0
SPT35526	SPT35320	0
SPT35526	SPT35541	0
SPT35526	SPT35673	0
SPT35526	SPT35502	0
SPT35526	SPT35330	0
SPT35526	SPT35546	0
SPT35526	SPT35547	0
SPT35526	SPT35544	0
SPT35526	SPT35362	0
SPT35526	SPT35499	0
SPT35526	SPT35336	0
SPT35526	SPT35577	0
SPT35526	SPT35325	0
SPT35526	SPT35331	0
SPT35526	SPT35337	0
SPT35526	SPT35306	0
SPT35526	SPT35407	0
SPT35526	SPT35346	0
SPT35526	SPT35405	0
SPT35526	SPT35410	0
SPT35526	SPT35575	0
SPT35526	SPT35576	0
SPT35526	SPT35766	0
SPT35526	SPT35347	0
SPT35526	SPT35412	0
SPT35526	SPT35414	0
SPT35526	SPT35348	0
SPT35526	SPT35417	0
SPT35526	SPT35571	0
SPT35526	SPT35349	0
SPT35526	SPT35351	0
SPT35526	SPT35418	0
SPT35526	SPT35419	0
SPT35526	SPT35566	0
SPT35526	SPT35567	0
SPT35526	SPT35420	0
SPT35526	SPT35423	0
SPT35526	SPT35564	0
SPT35526	SPT35352	0
SPT35526	SPT35424	0
SPT35526	SPT35357	0
SPT35526	SPT35437	0
SPT35526	SPT35563	0
SPT35526	SPT35308	0
SPT35526	SPT35425	0
SPT35526	SPT35440	0
SPT35526	SPT35354	0
SPT35526	SPT35309	0
SPT35526	SPT35310	0
SPT35526	SPT35355	0
SPT35526	SPT35332	0
SPT35526	SPT35333	0
SPT35526	SPT35561	0
SPT35526	SPT35363	0
SPT35526	SPT35427	0
SPT35526	SPT35752	0
SPT35526	SPT35430	0
SPT35526	SPT35431	0
SPT35526	SPT35313	0
SPT35526	SPT35780	0
SPT35526	SPT35315	0
SPT35526	SPT35316	0
SPT35526	SPT35317	0
SPT35526	SPT35334	0
SPT35526	SPT35543	0
SPT35501	SPT35681	0
SPT35501	SPT35467	0
SPT35501	SPT35469	0
SPT35501	SPT35470	0
SPT35501	SPT35468	0
SPT35501	SPT35471	0
SPT35501	SPT35379	0
SPT35501	SPT35472	0
SPT35501	SPT35529	0
SPT35501	SPT35517	0
SPT35501	SPT35516	0
SPT35501	SPT35360	0
SPT35501	SPT35515	0
SPT35501	SPT35518	0
SPT35501	SPT35475	0
SPT35501	SPT35520	0
SPT35501	SPT35324	0
SPT35501	SPT35476	0
SPT35501	SPT35485	0
SPT35501	SPT35389	0
SPT35501	SPT35487	0
SPT35501	SPT35369	0
SPT35501	SPT35370	0
SPT35501	SPT35382	0
SPT35501	SPT35521	0
SPT35501	SPT35553	0
SPT35501	SPT35532	0
SPT35501	SPT35384	0
SPT35501	SPT35522	0
SPT35501	SPT35361	0
SPT35501	SPT35342	0
SPT35501	SPT35556	0
SPT35501	SPT35557	0
SPT35501	SPT35328	0
SPT35501	SPT35592	0
SPT35501	SPT35435	0
SPT35501	SPT35304	0
SPT35501	SPT35390	0
SPT35501	SPT35436	0
SPT35501	SPT35580	0
SPT35501	SPT35538	0
SPT35501	SPT35537	0
SPT35501	SPT35320	0
SPT35501	SPT35541	0
SPT35501	SPT35673	0
SPT35501	SPT35502	0
SPT35501	SPT35330	0
SPT35501	SPT35546	0
SPT35501	SPT35547	0
SPT35501	SPT35544	0
SPT35501	SPT35362	0
SPT35501	SPT35499	0.34
SPT35501	SPT35336	0
SPT35501	SPT35577	0
SPT35501	SPT35325	0
SPT35501	SPT35331	0
SPT35501	SPT35337	0
SPT35501	SPT35306	0
SPT35501	SPT35407	0
SPT35501	SPT35346	0
SPT35501	SPT35405	0
SPT35501	SPT35410	0
SPT35501	SPT35575	0
SPT35501	SPT35576	0
SPT35501	SPT35766	0
SPT35501	SPT35347	0
SPT35501	SPT35412	0
SPT35501	SPT35414	0
SPT35501	SPT35348	0
SPT35501	SPT35417	0
SPT35501	SPT35571	0
SPT35501	SPT35349	0
SPT35501	SPT35351	0
SPT35501	SPT35418	0
SPT35501	SPT35419	0
SPT35501	SPT35566	0
SPT35501	SPT35567	0
SPT35501	SPT35420	0
SPT35501	SPT35423	0
SPT35501	SPT35564	0
SPT35501	SPT35352	0
SPT35501	SPT35424	0
SPT35501	SPT35357	0
SPT35501	SPT35437	0
SPT35501	SPT35563	0
SPT35501	SPT35308	0
SPT35501	SPT35425	0
SPT35501	SPT35440	0
SPT35501	SPT35354	0
SPT35501	SPT35309	0
SPT35501	SPT35310	0
SPT35501	SPT35355	0
SPT35501	SPT35332	0
SPT35501	SPT35333	0
SPT35501	SPT35561	0
SPT35501	SPT35363	0
SPT35501	SPT35427	0
SPT35501	SPT35752	0
SPT35501	SPT35430	0
SPT35501	SPT35431	0
SPT35501	SPT35313	0
SPT35501	SPT35780	0
SPT35501	SPT35315	0
SPT35501	SPT35316	0
SPT35501	SPT35317	0
SPT35501	SPT35334	0
SPT35501	SPT35543	0
SPT35681	SPT35467	0
SPT35681	SPT35469	0
SPT35681	SPT35470	0
SPT35681	SPT35468	0
SPT35681	SPT35471	0
SPT35681	SPT35379	0
SPT35681	SPT35472	0
SPT35681	SPT35529	0
SPT35681	SPT35517	0
SPT35681	SPT35516	0
SPT35681	SPT35360	0
SPT35681	SPT35515	0
SPT35681	SPT35518	0.03
SPT35681	SPT35475	0
SPT35681	SPT35520	0
SPT35681	SPT35324	0
SPT35681	SPT35476	0
SPT35681	SPT35485	0
SPT35681	SPT35389	0
SPT35681	SPT35487	0
SPT35681	SPT35369	0
SPT35681	SPT35370	0
SPT35681	SPT35382	0
SPT35681	SPT35521	0
SPT35681	SPT35553	0
SPT35681	SPT35532	0
SPT35681	SPT35384	0
SPT35681	SPT35522	0
SPT35681	SPT35361	0
SPT35681	SPT35342	0
SPT35681	SPT35556	0
SPT35681	SPT35557	0
SPT35681	SPT35328	0
SPT35681	SPT35592	0
SPT35681	SPT35435	0
SPT35681	SPT35304	0
SPT35681	SPT35390	0
SPT35681	SPT35436	0
SPT35681	SPT35580	0
SPT35681	SPT35538	0
SPT35681	SPT35537	0
SPT35681	SPT35320	0
SPT35681	SPT35541	0
SPT35681	SPT35673	0
SPT35681	SPT35502	0
SPT35681	SPT35330	0
SPT35681	SPT35546	0
SPT35681	SPT35547	0
SPT35681	SPT35544	0
SPT35681	SPT35362	0
SPT35681	SPT35499	0
SPT35681	SPT35336	0
SPT35681	SPT35577	0
SPT35681	SPT35325	0
SPT35681	SPT35331	0
SPT35681	SPT35337	0
SPT35681	SPT35306	0
SPT35681	SPT35407	0
SPT35681	SPT35346	0
SPT35681	SPT35405	0
SPT35681	SPT35410	0
SPT35681	SPT35575	0
SPT35681	SPT35576	0
SPT35681	SPT35766	0
SPT35681	SPT35347	0
SPT35681	SPT35412	0
SPT35681	SPT35414	0
SPT35681	SPT35348	0
SPT35681	SPT35417	0
SPT35681	SPT35571	0
SPT35681	SPT35349	0
SPT35681	SPT35351	0
SPT35681	SPT35418	0
SPT35681	SPT35419	0
SPT35681	SPT35566	0
SPT35681	SPT35567	0
SPT35681	SPT35420	0
SPT35681	SPT35423	0
SPT35681	SPT35564	0
SPT35681	SPT35352	0
SPT35681	SPT35424	0
SPT35681	SPT35357	0
SPT35681	SPT35437	0
SPT35681	SPT35563	0
SPT35681	SPT35308	0
SPT35681	SPT35425	0
SPT35681	SPT35440	0
SPT35681	SPT35354	0
SPT35681	SPT35309	0
SPT35681	SPT35310	0
SPT35681	SPT35355	0
SPT35681	SPT35332	0
SPT35681	SPT35333	0
SPT35681	SPT35561	0
SPT35681	SPT35363	0
SPT35681	SPT35427	0
SPT35681	SPT35752	0
SPT35681	SPT35430	0
SPT35681	SPT35431	0
SPT35681	SPT35313	0
SPT35681	SPT35780	0.02
SPT35681	SPT35315	0
SPT35681	SPT35316	0
SPT35681	SPT35317	0
SPT35681	SPT35334	0
SPT35681	SPT35543	0
SPT35467	SPT35469	0
SPT35467	SPT35470	0
SPT35467	SPT35468	0
SPT35467	SPT35471	0
SPT35467	SPT35379	0
SPT35467	SPT35472	0
SPT35467	SPT35529	0.99
SPT35467	SPT35517	0
SPT35467	SPT35516	0
SPT35467	SPT35360	0
SPT35467	SPT35515	0
SPT35467	SPT35518	0
SPT35467	SPT35475	0.99
SPT35467	SPT35520	0
SPT35467	SPT35324	0
SPT35467	SPT35476	0
SPT35467	SPT35485	0
SPT35467	SPT35389	0
SPT35467	SPT35487	0
SPT35467	SPT35369	0
SPT35467	SPT35370	0
SPT35467	SPT35382	0
SPT35467	SPT35521	0
SPT35467	SPT35553	0
SPT35467	SPT35532	0
SPT35467	SPT35384	0
SPT35467	SPT35522	0
SPT35467	SPT35361	0
SPT35467	SPT35342	0
SPT35467	SPT35556	0
SPT35467	SPT35557	0
SPT35467	SPT35328	0
SPT35467	SPT35592	0
SPT35467	SPT35435	0
SPT35467	SPT35304	0
SPT35467	SPT35390	0
SPT35467	SPT35436	0
SPT35467	SPT35580	0
SPT35467	SPT35538	0
SPT35467	SPT35537	0
SPT35467	SPT35320	0
SPT35467	SPT35541	0
SPT35467	SPT35673	0
SPT35467	SPT35502	0
SPT35467	SPT35330	0
SPT35467	SPT35546	0
SPT35467	SPT35547	0
SPT35467	SPT35544	0
SPT35467	SPT35362	0
SPT35467	SPT35499	0
SPT35467	SPT35336	0
SPT35467	SPT35577	0
SPT35467	SPT35325	0
SPT35467	SPT35331	0
SPT35467	SPT35337	0
SPT35467	SPT35306	0
SPT35467	SPT35407	0
SPT35467	SPT35346	0
SPT35467	SPT35405	0
SPT35467	SPT35410	0
SPT35467	SPT35575	0
SPT35467	SPT35576	0
SPT35467	SPT35766	0
SPT35467	SPT35347	0
SPT35467	SPT35412	0
SPT35467	SPT35414	0
SPT35467	SPT35348	0
SPT35467	SPT35417	0
SPT35467	SPT35571	0
SPT35467	SPT35349	0
SPT35467	SPT35351	0
SPT35467	SPT35418	0
SPT35467	SPT35419	0
SPT35467	SPT35566	0
SPT35467	SPT35567	0
SPT35467	SPT35420	0
SPT35467	SPT35423	0
SPT35467	SPT35564	0
SPT35467	SPT35352	0
SPT35467	SPT35424	0
SPT35467	SPT35357	0
SPT35467	SPT35437	0
SPT35467	SPT35563	0
SPT35467	SPT35308	0
SPT35467	SPT35425	0
SPT35467	SPT35440	0
SPT35467	SPT35354	0
SPT35467	SPT35309	0
SPT35467	SPT35310	0
SPT35467	SPT35355	0
SPT35467	SPT35332	0
SPT35467	SPT35333	0
SPT35467	SPT35561	0
SPT35467	SPT35363	0
SPT35467	SPT35427	0
SPT35467	SPT35752	0
SPT35467	SPT35430	0
SPT35467	SPT35431	0
SPT35467	SPT35313	0
SPT35467	SPT35780	0
SPT35467	SPT35315	0
SPT35467	SPT35316	0
SPT35467	SPT35317	0
SPT35467	SPT35334	0
SPT35467	SPT35543	0
SPT35469	SPT35470	0
SPT35469	SPT35468	0.41
SPT35469	SPT35471	0.42
SPT35469	SPT35379	0
SPT35469	SPT35472	0
SPT35469	SPT35529	0
SPT35469	SPT35517	0.44
SPT35469	SPT35516	0.46
SPT35469	SPT35360	0
SPT35469	SPT35515	0.45
SPT35469	SPT35518	0
SPT35469	SPT35475	0
SPT35469	SPT35520	0
SPT35469	SPT35324	0
SPT35469	SPT35476	0.46
SPT35469	SPT35485	0
SPT35469	SPT35389	0
SPT35469	SPT35487	0.47
SPT35469	SPT35369	0
SPT35469	SPT35370	0
SPT35469	SPT35382	0
SPT35469	SPT35521	0
SPT35469	SPT35553	0
SPT35469	SPT35532	0.45
SPT35469	SPT35384	0
SPT35469	SPT35522	0
SPT35469	SPT35361	0
SPT35469	SPT35342	0
SPT35469	SPT35556	0
SPT35469	SPT35557	0
SPT35469	SPT35328	0
SPT35469	SPT35592	0
SPT35469	SPT35435	0.46
SPT35469	SPT35304	0
SPT35469	SPT35390	0
SPT35469	SPT35436	0
SPT35469	SPT35580	0
SPT35469	SPT35538	0
SPT35469	SPT35537	0
SPT35469	SPT35320	0
SPT35469	SPT35541	0
SPT35469	SPT35673	0
SPT35469	SPT35502	0
SPT35469	SPT35330	0
SPT35469	SPT35546	0
SPT35469	SPT35547	0
SPT35469	SPT35544	0
SPT35469	SPT35362	0
SPT35469	SPT35499	0
SPT35469	SPT35336	0
SPT35469	SPT35577	0
SPT35469	SPT35325	0
SPT35469	SPT35331	0
SPT35469	SPT35337	0
SPT35469	SPT35306	0
SPT35469	SPT35407	0
SPT35469	SPT35346	0
SPT35469	SPT35405	0
SPT35469	SPT35410	0
SPT35469	SPT35575	0
SPT35469	SPT35576	0
SPT35469	SPT35766	0
SPT35469	SPT35347	0
SPT35469	SPT35412	0
SPT35469	SPT35414	0
SPT35469	SPT35348	0
