p1	p2	ibs
SPT35503	SPT35508	0.818576476527007
SPT35503	SPT35365	0.811320754716981
SPT35503	SPT35449	0.822219855134214
SPT35503	SPT35523	0.814833552565011
SPT35503	SPT35338	0.808371154815935
SPT35503	SPT35339	0.802075284247709
SPT35503	SPT35372	0.802987484860719
SPT35503	SPT35373	0.806536211418197
SPT35503	SPT35587	0.817242189335213
SPT35503	SPT35303	0.807237892496009
SPT35503	SPT35356	0.812657716765923
SPT35503	SPT35448	0.817945945945946
SPT35503	SPT35364	0.811276982045592
SPT35503	SPT35366	0.807044101322031
SPT35503	SPT35524	0.800080734685639
SPT35503	SPT35321	0.815659368378569
SPT35503	SPT35374	0.805648008068583
SPT35503	SPT35318	0.81343961255171
SPT35503	SPT35453	0.812805872756933
SPT35503	SPT35509	0.807910750507099
SPT35503	SPT35450	0.811107378792968
SPT35503	SPT35525	0.819302894415002
SPT35503	SPT35510	0.807772532660007
SPT35503	SPT35340	0.806474384832594
SPT35503	SPT35583	0.805830139197095
SPT35503	SPT35584	0.810075157424335
SPT35503	SPT35585	0.818591780260326
SPT35503	SPT35458	0.81299828438793
SPT35503	SPT35500	0.908769805227571
SPT35503	SPT35322	0.809562235222917
SPT35503	SPT35377	0.806676079064139
SPT35503	SPT35511	0.819580844385947
SPT35503	SPT35323	0.81297286391607
SPT35503	SPT35461	0.802826855123675
SPT35503	SPT35462	0.81454876568191
SPT35503	SPT35463	0.810249167759508
SPT35503	SPT35341	0.813906549601373
SPT35503	SPT35368	0.815348931020573
SPT35503	SPT35378	0.811113352158128
SPT35503	SPT35552	0.8125134148959
SPT35503	SPT35551	0.806718399019808
SPT35503	SPT35459	0.809288238263503
SPT35503	SPT35474	0.817327133036797
SPT35503	SPT35514	0.815705128205128
SPT35503	SPT35519	0.805047057606785
SPT35503	SPT35526	0.820084951456311
SPT35503	SPT35501	0.876540715296019
SPT35503	SPT35681	0.80849989905108
SPT35503	SPT35467	0.819329428398303
SPT35503	SPT35469	0.816161616161616
SPT35503	SPT35470	0.814889538989206
SPT35503	SPT35468	0.815967660434563
SPT35503	SPT35471	0.813465226607449
SPT35503	SPT35379	0.815857304876791
SPT35503	SPT35472	0.809384460141271
SPT35503	SPT35529	0.819939271255061
SPT35503	SPT35517	0.814979307560311
SPT35503	SPT35516	0.815425048013747
SPT35503	SPT35360	0.810696266397578
SPT35503	SPT35515	0.811173974540311
SPT35503	SPT35518	0.807870837537841
SPT35503	SPT35475	0.818888104126728
SPT35503	SPT35520	0.80814305920388
SPT35503	SPT35324	0.812285310163669
SPT35503	SPT35476	0.817464332692502
SPT35503	SPT35485	0.804776844448942
